,threshold,N,n,errors,p,k,type,g,U
536,-1.05,100,200,22,0.01,441,known,10,-1
537,-1.05,100,200,23,0.01,542,known,10,-1
538,-1.05,100,200,18,0.01,340,known,10,-1
539,-1.05,100,200,23,0.01,441,known,10,-1
540,-1.05,100,200,24,0.01,615,known,10,-1
541,-1.05,100,200,22,0.01,441,known,10,-1
542,-1.05,100,200,17,0.01,937,known,10,-1
543,-1.05,100,200,24,0.01,349,known,10,-1
544,-1.05,100,200,21,0.01,441,known,10,-1
545,-1.05,100,200,22,0.01,441,known,10,-1
546,-1.05,100,200,23,0.01,441,known,10,-1
547,-1.05,100,200,21,0.01,441,known,10,-1
548,-1.05,100,200,23,0.01,441,known,10,-1
549,-1.05,100,200,22,0.01,542,known,10,-1
550,-1.05,100,200,23,0.01,441,known,10,-1
551,-1.05,100,200,21,0.01,441,known,10,-1
552,-1.05,100,200,21,0.01,670,known,10,-1
553,-1.05,100,200,23,0.01,441,known,10,-1
554,-1.05,100,200,22,0.01,441,known,10,-1
555,-1.05,100,200,24,0.01,349,known,10,-1
556,-1.05,100,200,23,0.01,441,known,10,-1
557,-1.05,100,200,23,0.01,521,known,10,-1
558,-1.05,100,200,22,0.01,441,known,10,-1
559,-1.05,100,200,24,0.01,441,new,10,-1
560,-1.05,100,200,22,0.01,385,new,10,-1
561,-1.05,100,200,22,0.01,441,new,10,-1
562,-1.05,100,200,25,0.01,555,new,10,-1
563,-1.05,100,200,21,0.01,441,new,10,-1
564,-1.05,100,200,22,0.01,441,new,10,-1
565,-1.05,100,200,24,0.01,441,new,10,-1
566,-1.05,100,200,22,0.01,441,new,10,-1
567,-1.05,100,200,22,0.01,441,new,10,-1
568,-1.05,100,200,23,0.01,441,new,10,-1
569,-1.05,100,200,23,0.01,441,new,10,-1
570,-1.05,100,200,23,0.01,441,new,10,-1
571,-1.05,100,200,23,0.01,441,new,10,-1
572,-1.05,100,200,23,0.01,441,new,10,-1
573,-1.05,100,200,24,0.01,349,new,10,-1
574,-1.05,100,200,21,0.01,441,new,10,-1
575,-1.05,100,200,23,0.01,555,new,10,-1
576,-1.05,100,200,22,0.01,441,new,10,-1
577,-1.05,100,200,21,0.01,440,new,10,-1
578,-1.05,100,200,24,0.01,349,new,10,-1
579,-1.05,100,200,23,0.01,441,new,10,-1
580,-1.05,100,200,23,0.01,441,new,10,-1
581,-1.05,100,200,24,0.01,349,new,10,-1
582,-1.05,100,200,22,0.01,441,new,10,-1
583,-1.05,100,200,23,0.01,441,new,10,-1
584,-1.05,100,200,24,0.01,374,new,10,-1
585,-1.05,100,200,22,0.01,441,new,10,-1
586,-1.05,100,200,22,0.01,441,new,10,-1
587,-1.05,100,200,22,0.01,441,new,10,-1
588,-1.05,100,200,22,0.01,521,new,10,-1
589,-1.05,100,200,23,0.01,441,new,10,-1
590,-1.05,100,200,22,0.01,441,new,10,-1
591,-1.05,100,200,23,0.01,555,new,10,-1
592,-1.05,100,200,22,0.01,441,new,10,-1
593,-1.05,100,200,24,0.01,441,new,10,-1
594,-1.05,100,200,21,0.01,440,new,10,-1
595,-1.05,100,200,22,0.01,441,new,10,-1
596,-1.05,100,200,22,0.01,441,new,10,-1
597,-1.05,100,200,26,0.01,681,new,10,-1
598,-1.05,100,200,22,0.01,441,new,10,-1
599,-1.05,100,200,22,0.01,441,new,10,-1
600,-1.05,100,200,24,0.01,349,new,10,-1
601,-1.05,100,200,23,0.01,441,new,10,-1
602,-1.05,100,200,22,0.01,441,new,10,-1
603,-1.05,100,200,24,0.01,542,new,10,-1
604,-1.05,100,200,19,0.01,530,new,10,-1
605,-1.05,100,200,23,0.01,441,new,10,-1
606,-1.05,100,200,22,0.01,441,new,10,-1
607,-1.05,100,200,23,0.01,441,new,10,-1
608,-1.05,100,200,22,0.01,441,new,10,-1
609,-1.05,100,200,22,0.01,441,new,10,-1
610,-1.05,100,200,23,0.01,349,new,10,-1
611,-1.05,100,200,24,0.01,349,new,10,-1
612,-1.05,100,200,22,0.01,441,new,10,-1
613,-1.05,100,200,24,0.01,995,new,10,-1
614,-1.05,100,200,22,0.01,441,new,10,-1
615,-1.05,100,200,24,0.01,441,new,10,-1
616,-1.05,100,200,22,0.01,441,new,10,-1
617,-1.05,100,200,23,0.01,441,new,10,-1
618,-1.05,100,200,22,0.01,441,new,10,-1
619,-1.05,100,200,23,0.01,441,new,10,-1
620,-1.05,100,200,22,0.01,441,new,10,-1
621,-1.05,100,200,24,0.01,618,new,10,-1
622,-1.05,100,200,22,0.01,441,new,10,-1
623,-1.05,100,200,22,0.01,441,new,10,-1
624,-1.05,100,200,22,0.01,441,new,10,-1
625,-1.05,100,200,24,0.01,353,new,10,-1
626,-1.05,100,200,22,0.01,482,new,10,-1
627,-1.05,100,200,22,0.01,441,new,10,-1
628,-1.05,100,200,21,0.01,441,new,10,-1
629,-1.05,100,200,22,0.01,441,new,10,-1
630,-1.05,100,200,22,0.01,441,new,10,-1
631,-1.05,100,200,24,0.01,441,new,10,-1
632,-1.05,100,200,23,0.01,670,new,10,-1
633,-1.05,100,200,23,0.01,441,new,10,-1
634,-1.05,100,200,22,0.01,441,new,10,-1
635,-1.05,100,200,22,0.01,441,new,10,-1
636,-1.05,100,200,23,0.01,441,new,10,-1
637,-1.05,100,200,23,0.01,441,new,10,-1
638,-1.05,100,200,23,0.01,349,new,10,-1
639,-1.05,100,200,23,0.01,441,new,10,-1
640,-1.05,100,200,24,0.01,335,new,10,-1
641,-1.05,100,200,23,0.01,441,new,10,-1
642,-1.05,100,200,24,0.01,542,new,10,-1
643,-1.05,100,200,23,0.01,441,new,10,-1
644,-1.05,100,200,24,0.01,555,new,10,-1
645,-1.05,100,200,22,0.01,441,new,10,-1
646,-1.05,100,200,24,0.01,441,new,10,-1
647,-1.05,100,200,23,0.01,441,new,10,-1
648,-1.05,100,200,22,0.01,441,new,10,-1
649,-1.05,100,200,23,0.01,441,new,10,-1
650,-1.05,100,200,23,0.01,555,new,10,-1
651,-1.05,100,200,23,0.01,349,new,10,-1
652,-1.05,100,200,23,0.01,542,new,10,-1
653,-1.05,100,200,22,0.01,441,new,10,-1
654,-1.05,100,200,22,0.01,441,new,10,-1
655,-1.05,100,200,22,0.01,441,new,10,-1
656,-1.05,100,200,21,0.01,441,new,10,-1
657,-1.05,100,200,22,0.01,441,new,10,-1
658,-1.05,100,200,23,0.01,441,new,10,-1
659,-1.05,100,200,23,0.01,349,new,10,-1
660,-1.05,100,200,21,0.01,441,new,10,-1
661,-1.05,100,200,21,0.01,542,new,10,-1
662,-1.05,100,200,23,0.01,441,new,10,-1
663,-1.05,100,200,22,0.01,441,new,10,-1
664,-1.05,100,200,24,0.01,555,new,10,-1
665,-1.05,100,200,23,0.01,542,new,10,-1
666,-1.05,100,200,21,0.01,681,new,10,-1
667,-1.05,100,200,22,0.01,441,new,10,-1
668,-1.05,100,200,22,0.01,542,new,10,-1
669,-1.05,100,200,23,0.01,412,new,10,-1
670,-1.05,100,200,23,0.01,482,new,10,-1
671,-1.05,100,200,23,0.01,441,new,10,-1
672,-1.05,100,200,22,0.01,441,new,10,-1
673,-1.05,100,200,23,0.01,349,new,10,-1
674,-1.05,100,200,22,0.01,441,new,10,-1
675,-1.05,100,200,23,0.01,670,new,10,-1
676,-1.05,100,200,22,0.01,441,new,10,-1
677,-1.05,100,200,25,0.01,349,new,10,-1
678,-1.05,100,200,22,0.01,441,new,10,-1
679,-1.05,100,200,23,0.01,441,new,10,-1
680,-1.05,100,200,22,0.01,441,new,10,-1
681,-1.05,100,200,21,0.01,441,new,10,-1
682,-1.05,100,200,21,0.01,521,new,10,-1
683,-1.05,100,200,21,0.01,441,new,10,-1
684,-1.05,100,200,22,0.01,441,new,10,-1
685,-1.05,100,200,20,0.01,349,new,10,-1
686,-1.05,100,200,23,0.01,655,new,10,-1
687,-1.05,100,200,24,0.01,1014,new,10,-1
688,-1.05,100,200,22,0.01,441,new,10,-1
689,-1.05,100,200,21,0.01,521,new,10,-1
690,-1.05,100,200,22,0.01,441,new,10,-1
691,-1.05,100,200,22,0.01,421,new,10,-1
692,-1.05,100,200,24,0.01,441,new,10,-1
693,-1.05,100,200,24,0.01,349,new,10,-1
694,-1.05,100,200,21,0.01,441,new,10,-1
695,-1.05,100,200,24,0.01,385,new,10,-1
696,-1.05,100,200,24,0.01,349,new,10,-1
697,-1.05,100,200,23,0.01,441,new,10,-1
698,-1.05,100,200,24,0.01,349,new,10,-1
699,-1.05,100,200,22,0.01,441,new,10,-1
700,-1.05,100,200,22,0.01,411,new,10,-1
701,-1.05,100,200,23,0.01,441,new,10,-1
702,-1.05,100,200,21,0.01,441,new,10,-1
703,-1.05,100,200,24,0.01,335,new,10,-1
704,-1.05,100,200,22,0.01,441,new,10,-1
705,-1.05,100,200,22,0.01,441,new,10,-1
706,-1.05,100,200,22,0.01,441,new,10,-1
707,-1.05,100,200,22,0.01,441,new,10,-1
708,-1.05,100,200,23,0.01,441,new,10,-1
709,-1.05,100,200,22,0.01,441,new,10,-1
710,-1.05,100,200,22,0.01,441,new,10,-1
711,-1.05,100,200,25,0.01,529,new,10,-1
712,-1.05,100,200,23,0.01,441,new,10,-1
713,-1.05,100,200,23,0.01,385,new,10,-1
714,-1.05,100,200,24,0.01,385,new,10,-1
715,-1.05,100,200,22,0.01,441,new,10,-1
716,-1.05,100,200,23,0.01,441,new,10,-1
717,-1.05,100,200,23,0.01,441,new,10,-1
718,-1.05,100,200,22,0.01,542,new,10,-1
719,-1.05,100,200,22,0.01,441,new,10,-1
720,-1.05,100,200,23,0.01,441,new,10,-1
721,-1.05,100,200,22,0.01,441,new,10,-1
722,-1.05,100,200,22,0.01,388,new,10,-1
723,-1.05,100,200,25,0.01,555,new,10,-1
724,-1.05,100,200,22,0.01,441,new,10,-1
725,-1.05,100,200,23,0.01,441,new,10,-1
726,-1.05,100,200,24,0.01,703,new,10,-1
727,-1.05,100,200,23,0.01,441,new,10,-1
728,-1.05,100,200,21,0.01,441,new,10,-1
729,-1.05,100,200,24,0.01,542,new,10,-1
730,-1.05,100,200,23,0.01,441,new,10,-1
731,-1.05,100,200,22,0.01,441,new,10,-1
732,-1.05,100,200,23,0.01,441,new,10,-1
733,-1.05,100,200,22,0.01,441,new,10,-1
734,-1.05,100,200,22,0.01,441,new,10,-1
735,-1.05,100,200,22,0.01,385,new,10,-1
736,-1.05,100,200,23,0.01,441,new,10,-1
737,-1.05,100,200,22,0.01,441,new,10,-1
738,-1.05,100,200,24,0.01,335,new,10,-1
739,-1.05,100,200,24,0.01,335,new,10,-1
740,-1.05,100,200,22,0.01,441,new,10,-1
741,-1.05,100,200,22,0.01,411,new,10,-1
742,-1.05,100,200,22,0.01,441,new,10,-1
743,-1.05,100,200,23,0.01,441,new,10,-1
744,-1.05,100,200,22,0.01,441,new,10,-1
745,-1.05,100,200,22,0.01,441,new,10,-1
746,-1.05,100,200,23,0.01,670,new,10,-1
747,-1.05,100,200,23,0.01,597,new,10,-1
748,-1.05,100,200,24,0.01,349,new,10,-1
749,-1.05,100,200,22,0.01,441,new,10,-1
750,-1.05,100,200,21,0.01,542,new,10,-1
751,-1.05,100,200,26,0.01,995,new,10,-1
752,-1.05,100,200,22,0.01,441,new,10,-1
753,-1.05,100,200,22,0.01,441,new,10,-1
754,-1.05,100,200,23,0.01,441,new,10,-1
755,-1.05,100,200,22,0.01,441,new,10,-1
756,-1.05,100,200,22,0.01,441,new,10,-1
757,-1.05,100,200,22,0.01,441,new,10,-1
758,-1.95,100,1,0,0.1,0,known,10,-1
759,-1.95,100,2,0,0.1,0,known,10,-1
760,-1.95,100,2,0,0.1,0,known,10,-1
761,-1.95,100,2,18,0.1,379,new,10,-1
762,-1.95,100,5,11,0.1,230,known,10,-1
763,-1.95,100,5,0,0.1,0,known,10,-1
764,-1.95,100,5,27,0.1,597,known,10,-1
765,-1.95,100,5,27,0.1,492,known,10,-1
766,-1.95,100,5,11,0.1,244,known,10,-1
767,-1.95,100,5,35,0.1,267,new,10,-1
768,-1.95,100,5,32,0.1,95,new,10,-1
769,-1.95,100,5,28,0.1,379,new,10,-1
770,-1.95,100,5,32,0.1,253,new,10,-1
771,-1.95,100,10,11,0.1,230,known,10,-1
772,-1.95,100,10,12,0.1,228,known,10,-1
773,-1.95,100,10,36,0.1,379,known,10,-1
774,-1.95,100,10,27,0.1,492,known,10,-1
775,-1.95,100,10,22,0.1,597,known,10,-1
776,-1.95,100,10,22,0.1,244,known,10,-1
777,-1.95,100,10,9,0.1,379,known,10,-1
778,-1.95,100,10,31,0.1,335,known,10,-1
779,-1.95,100,10,23,0.1,247,known,10,-1
780,-1.95,100,10,6,0.1,175,known,10,-1
781,-1.95,100,10,27,0.1,326,new,10,-1
782,-1.95,100,10,28,0.1,926,new,10,-1
783,-1.95,100,10,31,0.1,926,new,10,-1
784,-1.95,100,10,37,0.1,464,new,10,-1
785,-1.95,100,10,34,0.1,597,new,10,-1
786,-1.95,100,10,29,0.1,597,new,10,-1
787,-1.95,100,10,28,0.1,993,new,10,-1
788,-1.95,100,10,30,0.1,926,new,10,-1
789,-1.95,100,10,30,0.1,926,new,10,-1
790,-1.95,100,15,20,0.1,230,known,10,-1
791,-1.95,100,15,23,0.1,228,known,10,-1
792,-1.95,100,15,38,0.1,362,known,10,-1
793,-1.95,100,15,40,0.1,421,known,10,-1
794,-1.95,100,15,20,0.1,244,known,10,-1
795,-1.95,100,15,36,0.1,1199,known,10,-1
796,-1.95,100,15,34,0.1,871,known,10,-1
797,-1.95,100,15,37,0.1,1417,known,10,-1
798,-1.95,100,15,35,0.1,568,known,10,-1
799,-1.95,100,15,21,0.1,283,known,10,-1
800,-1.95,100,15,22,0.1,486,known,10,-1
801,-1.95,100,15,18,0.1,926,known,10,-1
802,-1.95,100,15,35,0.1,491,known,10,-1
803,-1.95,100,15,39,0.1,1023,known,10,-1
804,-1.95,100,15,23,0.1,969,known,10,-1
805,-1.95,100,15,35,0.1,653,new,10,-1
806,-1.95,100,15,40,0.1,1456,new,10,-1
807,-1.95,100,15,39,0.1,1023,new,10,-1
808,-1.95,100,15,37,0.1,379,new,10,-1
809,-1.95,100,15,41,0.1,442,new,10,-1
810,-1.95,100,15,40,0.1,1023,new,10,-1
811,-1.95,100,15,40,0.1,1057,new,10,-1
812,-1.95,100,15,42,0.1,1228,new,10,-1
813,-1.95,100,15,40,0.1,597,new,10,-1
814,-1.95,100,15,37,0.1,603,new,10,-1
815,-1.95,100,15,36,0.1,926,new,10,-1
816,-1.95,100,15,39,0.1,335,new,10,-1
817,-1.95,100,15,43,0.1,1023,new,10,-1
818,-1.95,100,15,39,0.1,1435,new,10,-1
819,-1.95,100,50,40,0.1,335,known,10,-1
820,-1.95,100,50,51,0.1,1447,known,10,-1
821,-1.95,100,50,42,0.1,378,known,10,-1
822,-1.95,100,50,46,0.1,1072,known,10,-1
823,-1.95,100,50,44,0.1,411,known,10,-1
824,-1.95,100,50,46,0.1,411,known,10,-1
825,-1.95,100,50,48,0.1,1309,known,10,-1
826,-1.95,100,50,48,0.1,798,known,10,-1
827,-1.95,100,50,53,0.1,1571,known,10,-1
828,-1.95,100,50,53,0.1,1548,known,10,-1
829,-1.95,100,50,44,0.1,597,known,10,-1
830,-1.95,100,50,49,0.1,1309,known,10,-1
831,-1.95,100,50,45,0.1,597,known,10,-1
832,-1.95,100,50,36,0.1,555,known,10,-1
833,-1.95,100,50,39,0.1,1072,known,10,-1
834,-1.95,100,50,42,0.1,642,known,10,-1
835,-1.95,100,50,51,0.1,598,known,10,-1
836,-1.95,100,50,34,0.1,863,known,10,-1
837,-1.95,100,50,50,0.1,597,known,10,-1
838,-1.95,100,50,48,0.1,597,known,10,-1
839,-1.95,100,50,39,0.1,954,known,10,-1
840,-1.95,100,50,38,0.1,597,known,10,-1
841,-1.95,100,50,39,0.1,597,known,10,-1
842,-1.95,100,50,48,0.1,929,known,10,-1
843,-1.95,100,50,29,0.1,581,known,10,-1
844,-1.95,100,50,45,0.1,1348,known,10,-1
845,-1.95,100,50,48,0.1,929,known,10,-1
846,-1.95,100,50,45,0.1,929,known,10,-1
847,-1.95,100,50,47,0.1,598,known,10,-1
848,-1.95,100,50,45,0.1,642,known,10,-1
849,-1.95,100,50,47,0.1,597,known,10,-1
850,-1.95,100,50,31,0.1,597,known,10,-1
851,-1.95,100,50,54,0.1,1309,known,10,-1
852,-1.95,100,50,47,0.1,597,known,10,-1
853,-1.95,100,50,47,0.1,1309,known,10,-1
854,-1.95,100,50,51,0.1,1787,known,10,-1
855,-1.95,100,50,45,0.1,350,known,10,-1
856,-1.95,100,50,39,0.1,929,known,10,-1
857,-1.95,100,50,44,0.1,597,known,10,-1
858,-1.95,100,50,49,0.1,730,known,10,-1
859,-1.95,100,50,49,0.1,597,known,10,-1
860,-1.95,100,50,42,0.1,560,known,10,-1
861,-1.95,100,50,52,0.1,926,known,10,-1
862,-1.95,100,50,34,0.1,1198,known,10,-1
863,-1.95,100,50,42,0.1,926,known,10,-1
864,-1.95,100,50,46,0.1,954,known,10,-1
865,-1.95,100,50,47,0.1,597,known,10,-1
866,-1.95,100,50,31,0.1,929,known,10,-1
867,-1.95,100,50,50,0.1,597,known,10,-1
868,-1.95,100,50,38,0.1,597,known,10,-1
869,-1.95,100,50,48,0.1,926,new,10,-1
870,-1.95,100,50,48,0.1,954,new,10,-1
871,-1.95,100,50,47,0.1,597,new,10,-1
872,-1.95,100,50,42,0.1,597,new,10,-1
873,-1.95,100,50,47,0.1,1348,new,10,-1
874,-1.95,100,50,46,0.1,597,new,10,-1
875,-1.95,100,50,50,0.1,929,new,10,-1
876,-1.95,100,50,53,0.1,1887,new,10,-1
877,-1.95,100,50,49,0.1,666,new,10,-1
878,-1.95,100,50,44,0.1,597,new,10,-1
879,-1.95,100,50,50,0.1,645,new,10,-1
880,-1.95,100,50,44,0.1,597,new,10,-1
881,-1.95,100,50,46,0.1,597,new,10,-1
882,-1.95,100,50,42,0.1,601,new,10,-1
883,-1.95,100,50,54,0.1,597,new,10,-1
884,-1.95,100,50,50,0.1,579,new,10,-1
885,-1.95,100,50,49,0.1,1348,new,10,-1
886,-1.95,100,50,46,0.1,645,new,10,-1
887,-1.95,100,50,43,0.1,929,new,10,-1
888,-1.95,100,50,52,0.1,597,new,10,-1
889,-1.95,100,50,43,0.1,597,new,10,-1
890,-1.95,100,50,50,0.1,926,new,10,-1
891,-1.95,100,50,47,0.1,597,new,10,-1
892,-1.95,100,50,48,0.1,1309,new,10,-1
893,-1.95,100,50,47,0.1,597,new,10,-1
894,-1.95,100,50,43,0.1,597,new,10,-1
895,-1.95,100,50,42,0.1,366,new,10,-1
896,-1.95,100,50,49,0.1,579,new,10,-1
897,-1.95,100,50,48,0.1,926,new,10,-1
898,-1.95,100,50,40,0.1,645,new,10,-1
899,-1.95,100,50,47,0.1,597,new,10,-1
900,-1.95,100,50,48,0.1,1348,new,10,-1
901,-1.95,100,50,48,0.1,597,new,10,-1
902,-1.95,100,50,47,0.1,642,new,10,-1
903,-1.95,100,50,44,0.1,597,new,10,-1
904,-1.95,100,50,44,0.1,597,new,10,-1
905,-1.95,100,50,48,0.1,642,new,10,-1
906,-1.95,100,50,47,0.1,730,new,10,-1
907,-1.95,100,50,44,0.1,926,new,10,-1
908,-1.95,100,50,52,0.1,2392,new,10,-1
909,-1.95,100,50,51,0.1,645,new,10,-1
910,-1.95,100,50,44,0.1,671,new,10,-1
911,-1.95,100,50,47,0.1,1548,new,10,-1
912,-1.95,100,50,45,0.1,597,new,10,-1
913,-1.95,100,50,46,0.1,597,new,10,-1
914,-1.95,100,50,45,0.1,597,new,10,-1
915,-1.95,100,50,40,0.1,335,new,10,-1
916,-1.95,100,50,44,0.1,597,new,10,-1
917,-1.95,100,50,49,0.1,597,new,10,-1
918,-1.95,100,100,48,0.1,1237,known,10,-1
919,-1.95,100,100,46,0.1,671,known,10,-1
920,-1.95,100,100,45,0.1,1337,known,10,-1
921,-1.95,100,100,47,0.1,1143,known,10,-1
922,-1.95,100,100,54,0.1,1724,known,10,-1
923,-1.95,100,100,50,0.1,1724,known,10,-1
924,-1.95,100,100,48,0.1,1417,known,10,-1
925,-1.95,100,100,45,0.1,1021,known,10,-1
926,-1.95,100,100,49,0.1,1447,known,10,-1
927,-1.95,100,100,49,0.1,1447,known,10,-1
928,-1.95,100,100,43,0.1,597,known,10,-1
929,-1.95,100,100,48,0.1,1154,known,10,-1
930,-1.95,100,100,41,0.1,1030,known,10,-1
931,-1.95,100,100,48,0.1,1732,known,10,-1
932,-1.95,100,100,41,0.1,1021,known,10,-1
933,-1.95,100,100,47,0.1,597,known,10,-1
934,-1.95,100,100,54,0.1,1447,known,10,-1
935,-1.95,100,100,50,0.1,1940,known,10,-1
936,-1.95,100,100,42,0.1,597,known,10,-1
937,-1.95,100,100,49,0.1,654,known,10,-1
938,-1.95,100,100,38,0.1,597,known,10,-1
939,-1.95,100,100,45,0.1,930,known,10,-1
940,-1.95,100,100,40,0.1,1030,known,10,-1
941,-1.95,100,100,51,0.1,1447,known,10,-1
942,-1.95,100,100,37,0.1,685,known,10,-1
943,-1.95,100,100,48,0.1,1940,known,10,-1
944,-1.95,100,100,50,0.1,1072,known,10,-1
945,-1.95,100,100,45,0.1,609,known,10,-1
946,-1.95,100,100,48,0.1,848,known,10,-1
947,-1.95,100,100,46,0.1,597,known,10,-1
948,-1.95,100,100,46,0.1,1041,known,10,-1
949,-1.95,100,100,34,0.1,1021,known,10,-1
950,-1.95,100,100,48,0.1,1143,known,10,-1
951,-1.95,100,100,53,0.1,1237,known,10,-1
952,-1.95,100,100,52,0.1,1447,known,10,-1
953,-1.95,100,100,48,0.1,925,known,10,-1
954,-1.95,100,100,47,0.1,1549,known,10,-1
955,-1.95,100,100,42,0.1,798,known,10,-1
956,-1.95,100,100,42,0.1,1447,known,10,-1
957,-1.95,100,100,50,0.1,1143,known,10,-1
958,-1.95,100,100,51,0.1,1549,known,10,-1
959,-1.95,100,100,47,0.1,700,known,10,-1
960,-1.95,100,100,50,0.1,1417,known,10,-1
961,-1.95,100,100,37,0.1,1549,known,10,-1
962,-1.95,100,100,44,0.1,1554,known,10,-1
963,-1.95,100,100,50,0.1,1021,known,10,-1
964,-1.95,100,100,51,0.1,1337,known,10,-1
965,-1.95,100,100,35,0.1,1154,known,10,-1
966,-1.95,100,100,44,0.1,833,known,10,-1
967,-1.95,100,100,39,0.1,895,known,10,-1
968,-1.95,100,100,50,0.1,1549,known,10,-1
969,-1.95,100,100,40,0.1,663,known,10,-1
970,-1.95,100,100,46,0.1,1472,known,10,-1
971,-1.95,100,100,33,0.1,532,known,10,-1
972,-1.95,100,100,49,0.1,1940,known,10,-1
973,-1.95,100,100,51,0.1,1472,known,10,-1
974,-1.95,100,100,41,0.1,1417,known,10,-1
975,-1.95,100,100,50,0.1,1237,known,10,-1
976,-1.95,100,100,51,0.1,1417,known,10,-1
977,-1.95,100,100,52,0.1,1671,known,10,-1
978,-1.95,100,100,40,0.1,532,known,10,-1
979,-1.95,100,100,52,0.1,1015,known,10,-1
980,-1.95,100,100,48,0.1,743,known,10,-1
981,-1.95,100,100,51,0.1,2012,known,10,-1
982,-1.95,100,100,47,0.1,1549,known,10,-1
983,-1.95,100,100,49,0.1,1549,known,10,-1
984,-1.95,100,100,46,0.1,1146,known,10,-1
985,-1.95,100,100,49,0.1,1021,known,10,-1
986,-1.95,100,100,49,0.1,925,known,10,-1
987,-1.95,100,100,41,0.1,535,known,10,-1
988,-1.95,100,100,54,0.1,815,known,10,-1
989,-1.95,100,100,44,0.1,1081,known,10,-1
990,-1.95,100,100,52,0.1,1447,known,10,-1
991,-1.95,100,100,51,0.1,1021,known,10,-1
992,-1.95,100,100,53,0.1,1671,known,10,-1
993,-1.95,100,100,47,0.1,1309,known,10,-1
994,-1.95,100,100,47,0.1,1021,known,10,-1
995,-1.95,100,100,40,0.1,333,known,10,-1
996,-1.95,100,100,48,0.1,1549,known,10,-1
997,-1.95,100,100,37,0.1,700,known,10,-1
998,-1.95,100,100,41,0.1,1671,known,10,-1
999,-1.95,100,100,48,0.1,609,known,10,-1
1000,-1.95,100,100,52,0.1,1549,known,10,-1
1001,-1.95,100,100,49,0.1,871,known,10,-1
1002,-1.95,100,100,38,0.1,476,known,10,-1
1003,-1.95,100,100,44,0.1,1447,known,10,-1
1004,-1.95,100,100,45,0.1,1447,known,10,-1
1005,-1.95,100,100,41,0.1,925,known,10,-1
1006,-1.95,100,100,54,0.1,1940,known,10,-1
1007,-1.95,100,100,47,0.1,1423,known,10,-1
1008,-1.95,100,100,51,0.1,671,known,10,-1
1009,-1.95,100,100,36,0.1,763,known,10,-1
1010,-1.95,100,100,43,0.1,685,known,10,-1
1011,-1.95,100,100,48,0.1,597,known,10,-1
1012,-1.95,100,100,46,0.1,700,known,10,-1
1013,-1.95,100,100,45,0.1,597,known,10,-1
1014,-1.95,100,100,44,0.1,1021,known,10,-1
1015,-1.95,100,100,39,0.1,601,known,10,-1
1016,-1.95,100,100,43,0.1,1021,known,10,-1
1017,-1.95,100,100,56,0.1,1905,known,10,-1
1018,-1.95,100,100,46,0.1,597,new,10,-1
1019,-1.95,100,100,45,0.1,1030,new,10,-1
1020,-1.95,100,100,46,0.1,1671,new,10,-1
1021,-1.95,100,100,48,0.1,1030,new,10,-1
1022,-1.95,100,100,53,0.1,1554,new,10,-1
1023,-1.95,100,100,48,0.1,1253,new,10,-1
1024,-1.95,100,100,45,0.1,1671,new,10,-1
1025,-1.95,100,100,43,0.1,654,new,10,-1
1026,-1.95,100,100,46,0.1,1021,new,10,-1
1027,-1.95,100,100,44,0.1,414,new,10,-1
1028,-1.95,100,100,48,0.1,1940,new,10,-1
1029,-1.95,100,100,46,0.1,1309,new,10,-1
1030,-1.95,100,100,50,0.1,1905,new,10,-1
1031,-1.95,100,100,46,0.1,491,new,10,-1
1032,-1.95,100,100,46,0.1,1021,new,10,-1
1033,-1.95,100,100,49,0.1,1015,new,10,-1
1034,-1.95,100,100,50,0.1,730,new,10,-1
1035,-1.95,100,100,45,0.1,654,new,10,-1
1036,-1.95,100,100,52,0.1,1155,new,10,-1
1037,-1.95,100,100,50,0.1,1549,new,10,-1
1038,-1.95,100,100,56,0.1,1549,new,10,-1
1039,-1.95,100,100,51,0.1,654,new,10,-1
1040,-1.95,100,100,48,0.1,1417,new,10,-1
1041,-1.95,100,100,47,0.1,707,new,10,-1
1042,-1.95,100,100,48,0.1,1549,new,10,-1
1043,-1.95,100,100,46,0.1,1611,new,10,-1
1044,-1.95,100,100,46,0.1,798,new,10,-1
1045,-1.95,100,100,46,0.1,1445,new,10,-1
1046,-1.95,100,100,49,0.1,597,new,10,-1
1047,-1.95,100,100,46,0.1,1154,new,10,-1
1048,-1.95,100,100,45,0.1,1021,new,10,-1
1049,-1.95,100,100,46,0.1,813,new,10,-1
1050,-1.95,100,100,49,0.1,1549,new,10,-1
1051,-1.95,100,100,49,0.1,1237,new,10,-1
1052,-1.95,100,100,46,0.1,1154,new,10,-1
1053,-1.95,100,100,45,0.1,1472,new,10,-1
1054,-1.95,100,100,49,0.1,1021,new,10,-1
1055,-1.95,100,100,47,0.1,781,new,10,-1
1056,-1.95,100,100,47,0.1,654,new,10,-1
1057,-1.95,100,100,49,0.1,707,new,10,-1
1058,-1.95,100,100,51,0.1,1549,new,10,-1
1059,-1.95,100,100,50,0.1,1549,new,10,-1
1060,-1.95,100,100,46,0.1,1021,new,10,-1
1061,-1.95,100,100,51,0.1,1940,new,10,-1
1062,-1.95,100,100,41,0.1,1021,new,10,-1
1063,-1.95,100,100,44,0.1,1417,new,10,-1
1064,-1.95,100,100,48,0.1,1724,new,10,-1
1065,-1.95,100,100,44,0.1,1021,new,10,-1
