,threshold,N,n,errors,p,k,type,g,U
334,-1.05,100,100,16,0.01,430,new,10,-1
335,-1.05,100,100,15,0.01,550,new,10,-1
336,-1.05,100,100,16,0.01,430,new,10,-1
337,-1.05,100,100,16,0.01,346,new,10,-1
338,-1.05,100,100,19,0.01,550,new,10,-1
339,-1.05,100,100,16,0.01,550,new,10,-1
340,-1.05,100,100,20,0.01,570,new,10,-1
341,-1.05,100,100,19,0.01,550,new,10,-1
342,-1.05,100,100,19,0.01,360,new,10,-1
343,-1.05,100,100,19,0.01,550,new,10,-1
344,-1.05,100,100,17,0.01,430,new,10,-1
345,-1.05,100,100,16,0.01,430,new,10,-1
346,-1.05,100,100,18,0.01,550,new,10,-1
347,-1.05,100,100,16,0.01,550,new,10,-1
348,-1.05,100,100,17,0.01,430,new,10,-1
349,-1.05,100,100,20,0.01,570,new,10,-1
350,-1.05,100,100,18,0.01,550,new,10,-1
351,-1.05,100,100,17,0.01,430,new,10,-1
352,-1.05,100,100,18,0.01,550,new,10,-1
353,-1.05,100,100,17,0.01,430,new,10,-1
354,-1.05,100,100,16,0.01,430,new,10,-1
355,-1.05,100,100,19,0.01,550,new,10,-1
356,-1.05,100,100,18,0.01,550,new,10,-1
357,-1.05,100,100,16,0.01,346,new,10,-1
358,-1.05,100,100,16,0.01,430,new,10,-1
359,-1.05,100,200,24,0.01,482,known,10,-1
360,-1.05,100,200,23,0.01,441,known,10,-1
361,-1.05,100,200,22,0.01,441,known,10,-1
362,-1.05,100,200,22,0.01,441,known,10,-1
363,-1.05,100,200,23,0.01,441,known,10,-1
364,-1.05,100,200,24,0.01,349,known,10,-1
365,-1.05,100,200,21,0.01,441,known,10,-1
366,-1.05,100,200,22,0.01,441,known,10,-1
367,-1.05,100,200,21,0.01,441,known,10,-1
368,-1.05,100,200,23,0.01,441,known,10,-1
369,-1.05,100,200,23,0.01,441,known,10,-1
370,-1.05,100,200,20,0.01,521,known,10,-1
371,-1.05,100,200,23,0.01,542,known,10,-1
372,-1.05,100,200,22,0.01,441,known,10,-1
373,-1.05,100,200,22,0.01,441,known,10,-1
374,-1.05,100,200,21,0.01,349,known,10,-1
375,-1.05,100,200,23,0.01,441,known,10,-1
376,-1.05,100,200,19,0.01,542,known,10,-1
377,-1.05,100,200,22,0.01,441,known,10,-1
378,-1.05,100,200,19,0.01,349,known,10,-1
379,-1.05,100,200,22,0.01,441,known,10,-1
380,-1.05,100,200,23,0.01,349,known,10,-1
381,-1.05,100,200,23,0.01,441,known,10,-1
382,-1.05,100,200,25,0.01,441,known,10,-1
383,-1.05,100,200,18,0.01,876,known,10,-1
384,-1.05,100,200,22,0.01,441,known,10,-1
385,-1.05,100,200,23,0.01,441,known,10,-1
386,-1.05,100,200,21,0.01,670,known,10,-1
387,-1.05,100,200,18,0.01,505,known,10,-1
388,-1.05,100,200,22,0.01,441,known,10,-1
389,-1.05,100,200,21,0.01,542,known,10,-1
390,-1.05,100,200,22,0.01,441,known,10,-1
391,-1.05,100,200,19,0.01,335,known,10,-1
392,-1.05,100,200,22,0.01,441,known,10,-1
393,-1.05,100,200,21,0.01,441,known,10,-1
394,-1.05,100,200,23,0.01,441,known,10,-1
395,-1.05,100,200,22,0.01,441,known,10,-1
396,-1.05,100,200,24,0.01,542,known,10,-1
397,-1.05,100,200,23,0.01,441,known,10,-1
398,-1.05,100,200,22,0.01,441,known,10,-1
399,-1.05,100,200,23,0.01,349,known,10,-1
400,-1.05,100,200,22,0.01,441,known,10,-1
401,-1.05,100,200,23,0.01,441,known,10,-1
402,-1.05,100,200,22,0.01,441,known,10,-1
403,-1.05,100,200,20,0.01,411,known,10,-1
404,-1.05,100,200,22,0.01,441,known,10,-1
405,-1.05,100,200,22,0.01,441,known,10,-1
406,-1.05,100,200,22,0.01,441,known,10,-1
407,-1.05,100,200,22,0.01,441,known,10,-1
408,-1.05,100,200,22,0.01,1229,known,10,-1
409,-1.05,100,200,23,0.01,441,known,10,-1
410,-1.05,100,200,23,0.01,441,known,10,-1
411,-1.05,100,200,22,0.01,441,known,10,-1
412,-1.05,100,200,19,0.01,377,known,10,-1
413,-1.05,100,200,22,0.01,441,known,10,-1
414,-1.05,100,200,24,0.01,349,known,10,-1
415,-1.05,100,200,24,0.01,385,known,10,-1
416,-1.05,100,200,23,0.01,441,known,10,-1
417,-1.05,100,200,22,0.01,441,known,10,-1
418,-1.05,100,200,22,0.01,440,known,10,-1
419,-1.05,100,200,22,0.01,441,known,10,-1
420,-1.05,100,200,25,0.01,542,known,10,-1
421,-1.05,100,200,22,0.01,441,known,10,-1
422,-1.05,100,200,22,0.01,441,known,10,-1
423,-1.05,100,200,21,0.01,441,known,10,-1
424,-1.05,100,200,22,0.01,670,known,10,-1
425,-1.05,100,200,23,0.01,482,known,10,-1
426,-1.05,100,200,22,0.01,441,known,10,-1
427,-1.05,100,200,23,0.01,441,known,10,-1
428,-1.05,100,200,23,0.01,597,known,10,-1
429,-1.05,100,200,22,0.01,441,known,10,-1
430,-1.05,100,200,22,0.01,441,known,10,-1
431,-1.05,100,200,23,0.01,441,known,10,-1
432,-1.05,100,200,22,0.01,441,known,10,-1
433,-1.05,100,200,26,0.01,995,known,10,-1
434,-1.05,100,200,23,0.01,441,known,10,-1
435,-1.05,100,200,19,0.01,931,known,10,-1
436,-1.05,100,200,22,0.01,441,known,10,-1
437,-1.05,100,200,20,0.01,441,known,10,-1
438,-1.05,100,200,26,0.01,555,known,10,-1
439,-1.05,100,200,22,0.01,441,known,10,-1
440,-1.05,100,200,23,0.01,349,known,10,-1
441,-1.05,100,200,24,0.01,441,known,10,-1
442,-1.05,100,200,23,0.01,349,known,10,-1
443,-1.05,100,200,23,0.01,441,known,10,-1
444,-1.05,100,200,22,0.01,441,known,10,-1
445,-1.05,100,200,21,0.01,349,known,10,-1
446,-1.05,100,200,22,0.01,411,known,10,-1
447,-1.05,100,200,23,0.01,441,known,10,-1
448,-1.05,100,200,19,0.01,340,known,10,-1
449,-1.05,100,200,22,0.01,441,known,10,-1
450,-1.05,100,200,22,0.01,441,known,10,-1
451,-1.05,100,200,21,0.01,521,known,10,-1
452,-1.05,100,200,19,0.01,335,known,10,-1
453,-1.05,100,200,22,0.01,521,known,10,-1
454,-1.05,100,200,19,0.01,349,known,10,-1
455,-1.05,100,200,19,0.01,756,known,10,-1
456,-1.05,100,200,19,0.01,340,known,10,-1
457,-1.05,100,200,19,0.01,469,known,10,-1
458,-1.05,100,200,22,0.01,542,known,10,-1
459,-1.05,100,200,23,0.01,441,known,10,-1
460,-1.05,100,200,22,0.01,441,known,10,-1
461,-1.05,100,200,23,0.01,441,known,10,-1
462,-1.05,100,200,24,0.01,441,known,10,-1
463,-1.05,100,200,23,0.01,441,known,10,-1
464,-1.05,100,200,23,0.01,441,known,10,-1
465,-1.05,100,200,23,0.01,349,known,10,-1
466,-1.05,100,200,23,0.01,774,known,10,-1
467,-1.05,100,200,23,0.01,542,known,10,-1
468,-1.05,100,200,21,0.01,441,known,10,-1
469,-1.05,100,200,22,0.01,441,known,10,-1
470,-1.05,100,200,22,0.01,441,known,10,-1
471,-1.05,100,200,22,0.01,441,known,10,-1
472,-1.05,100,200,24,0.01,349,known,10,-1
473,-1.05,100,200,21,0.01,670,known,10,-1
474,-1.05,100,200,22,0.01,441,known,10,-1
475,-1.05,100,200,22,0.01,441,known,10,-1
476,-1.05,100,200,22,0.01,441,known,10,-1
477,-1.05,100,200,22,0.01,441,known,10,-1
478,-1.05,100,200,23,0.01,441,known,10,-1
479,-1.05,100,200,22,0.01,441,known,10,-1
480,-1.05,100,200,22,0.01,559,known,10,-1
481,-1.05,100,200,22,0.01,441,known,10,-1
482,-1.05,100,200,23,0.01,441,known,10,-1
483,-1.05,100,200,22,0.01,441,known,10,-1
484,-1.05,100,200,22,0.01,441,known,10,-1
485,-1.05,100,200,22,0.01,529,known,10,-1
486,-1.05,100,200,20,0.01,411,known,10,-1
487,-1.05,100,200,20,0.01,703,known,10,-1
488,-1.05,100,200,22,0.01,521,known,10,-1
489,-1.05,100,200,24,0.01,349,known,10,-1
490,-1.05,100,200,20,0.01,529,known,10,-1
491,-1.05,100,200,22,0.01,441,known,10,-1
492,-1.05,100,200,23,0.01,441,known,10,-1
493,-1.05,100,200,21,0.01,670,known,10,-1
494,-1.05,100,200,22,0.01,441,known,10,-1
495,-1.05,100,200,23,0.01,441,known,10,-1
496,-1.05,100,200,24,0.01,349,known,10,-1
497,-1.05,100,200,22,0.01,441,known,10,-1
498,-1.05,100,200,18,0.01,542,known,10,-1
499,-1.05,100,200,23,0.01,555,known,10,-1
500,-1.05,100,200,24,0.01,559,known,10,-1
501,-1.05,100,200,22,0.01,441,known,10,-1
502,-1.05,100,200,23,0.01,441,known,10,-1
503,-1.05,100,200,22,0.01,441,known,10,-1
504,-1.05,100,200,23,0.01,441,known,10,-1
505,-1.05,100,200,23,0.01,441,known,10,-1
506,-1.05,100,200,21,0.01,521,known,10,-1
507,-1.05,100,200,21,0.01,670,known,10,-1
508,-1.05,100,200,22,0.01,441,known,10,-1
509,-1.05,100,200,19,0.01,441,known,10,-1
510,-1.05,100,200,24,0.01,349,known,10,-1
511,-1.05,100,200,24,0.01,555,known,10,-1
512,-1.05,100,200,19,0.01,377,known,10,-1
513,-1.05,100,200,22,0.01,441,known,10,-1
514,-1.05,100,200,23,0.01,441,known,10,-1
515,-1.05,100,200,22,0.01,441,known,10,-1
516,-1.05,100,200,24,0.01,374,known,10,-1
517,-1.05,100,200,19,0.01,411,known,10,-1
518,-1.05,100,200,22,0.01,441,known,10,-1
519,-1.05,100,200,23,0.01,441,known,10,-1
520,-1.05,100,200,22,0.01,441,known,10,-1
521,-1.05,100,200,23,0.01,441,known,10,-1
522,-1.05,100,200,22,0.01,441,known,10,-1
523,-1.05,100,200,19,0.01,505,known,10,-1
524,-1.05,100,200,23,0.01,482,known,10,-1
525,-1.05,100,200,24,0.01,349,known,10,-1
526,-1.05,100,200,23,0.01,441,known,10,-1
527,-1.05,100,200,23,0.01,559,known,10,-1
528,-1.05,100,200,22,0.01,542,known,10,-1
529,-1.05,100,200,21,0.01,670,known,10,-1
530,-1.05,100,200,22,0.01,441,known,10,-1
531,-1.05,100,200,21,0.01,670,known,10,-1
532,-1.05,100,200,23,0.01,441,known,10,-1
533,-1.05,100,200,23,0.01,542,known,10,-1
534,-1.05,100,200,22,0.01,441,known,10,-1
535,-1.05,100,200,24,0.01,349,known,10,-1
