,threshold,N,n,errors,p,k,type,g
64,-0.05,100,6,1,0.01,1,test,10
65,-0.05,100,6,0,0.01,0,test,10
66,-0.05,100,6,0,0.01,0,test,10
67,-0.05,100,6,1,0.01,42,test,10
68,-0.05,100,6,2,0.01,63,test,10
69,-0.05,100,50,0,0.01,0,train,10
70,-0.05,100,50,0,0.01,0,train,10
71,-0.05,100,50,3,0.01,174,train,10
72,-0.05,100,50,3,0.01,174,train,10
73,-0.05,100,50,0,0.01,0,train,10
74,-0.05,100,50,0,0.01,0,train,10
75,-0.05,100,50,0,0.01,0,train,10
76,-0.05,100,50,3,0.01,174,train,10
77,-0.05,100,50,8,0.01,335,train,10
78,-0.05,100,50,0,0.01,0,train,10
79,-0.05,100,50,1,0.01,42,train,10
80,-0.05,100,50,0,0.01,0,train,10
81,-0.05,100,50,0,0.01,0,train,10
82,-0.05,100,50,3,0.01,174,train,10
83,-0.05,100,50,3,0.01,174,train,10
84,-0.05,100,50,8,0.01,335,train,10
85,-0.05,100,50,2,0.01,230,train,10
86,-0.05,100,50,0,0.01,0,train,10
87,-0.05,100,50,3,0.01,174,train,10
88,-0.05,100,50,6,0.01,335,train,10
89,-0.05,100,50,3,0.01,174,train,10
90,-0.05,100,50,0,0.01,0,train,10
91,-0.05,100,50,0,0.01,0,train,10
92,-0.05,100,50,0,0.01,0,train,10
93,-0.05,100,50,5,0.01,283,train,10
94,-0.05,100,50,3,0.01,174,train,10
95,-0.05,100,50,2,0.01,174,train,10
96,-0.05,100,50,0,0.01,0,train,10
97,-0.05,100,50,1,0.01,70,train,10
98,-0.05,100,50,3,0.01,174,train,10
99,-0.05,100,50,0,0.01,0,train,10
100,-0.05,100,50,3,0.01,174,train,10
101,-0.05,100,50,6,0.01,335,train,10
102,-0.05,100,50,3,0.01,174,train,10
103,-0.05,100,50,8,0.01,283,train,10
104,-0.05,100,50,0,0.01,0,train,10
105,-0.05,100,50,3,0.01,174,train,10
106,-0.05,100,50,0,0.01,0,train,10
107,-0.05,100,50,0,0.01,0,train,10
108,-0.05,100,50,3,0.01,174,train,10
109,-0.05,100,50,0,0.01,0,train,10
110,-0.05,100,50,3,0.01,174,train,10
111,-0.05,100,50,2,0.01,174,train,10
112,-0.05,100,50,3,0.01,174,train,10
113,-0.05,100,50,7,0.01,335,train,10
114,-0.05,100,50,3,0.01,174,train,10
115,-0.05,100,50,3,0.01,174,train,10
116,-0.05,100,50,3,0.01,174,train,10
117,-0.05,100,50,3,0.01,174,train,10
118,-0.05,100,50,3,0.01,228,train,10
119,-0.05,100,50,0,0.01,0,test,10
120,-0.05,100,50,3,0.01,174,test,10
121,-0.05,100,50,2,0.01,106,test,10
122,-0.05,100,50,3,0.01,174,test,10
123,-0.05,100,50,5,0.01,228,test,10
124,-0.05,100,50,1,0.01,36,test,10
125,-0.05,100,50,1,0.01,86,test,10
126,-0.05,100,50,3,0.01,174,test,10
127,-0.05,100,50,5,0.01,228,test,10
128,-0.05,100,50,3,0.01,174,test,10
129,-0.05,100,50,2,0.01,80,test,10
130,-0.05,100,50,3,0.01,174,test,10
131,-0.05,100,50,3,0.01,174,test,10
132,-0.05,100,50,0,0.01,0,test,10
133,-0.05,100,50,3,0.01,103,test,10
134,-0.05,100,50,0,0.01,0,test,10
135,-0.05,100,50,3,0.01,174,test,10
136,-0.05,100,50,0,0.01,0,test,10
137,-0.05,100,50,0,0.01,0,test,10
138,-0.05,100,50,3,0.01,174,test,10
139,-0.05,100,50,3,0.01,174,test,10
140,-0.05,100,50,0,0.01,0,test,10
141,-0.05,100,50,3,0.01,174,test,10
142,-0.05,100,50,1,0.01,17,test,10
143,-0.05,100,50,2,0.01,174,test,10
144,-0.05,100,50,10,0.01,345,test,10
145,-0.05,100,50,3,0.01,174,test,10
146,-0.05,100,50,1,0.01,3,test,10
147,-0.05,100,50,1,0.01,62,test,10
148,-0.05,100,50,3,0.01,174,test,10
149,-0.05,100,50,4,0.01,228,test,10
150,-0.05,100,50,1,0.01,7,test,10
151,-0.05,100,50,0,0.01,0,test,10
152,-0.05,100,50,0,0.01,0,test,10
153,-0.05,100,50,3,0.01,174,test,10
154,-0.05,100,50,8,0.01,335,test,10
155,-0.05,100,50,9,0.01,335,test,10
156,-0.05,100,50,0,0.01,0,test,10
157,-0.05,100,50,2,0.01,41,test,10
158,-0.05,100,50,3,0.01,174,test,10
159,-0.05,100,50,3,0.01,174,test,10
160,-0.05,100,50,2,0.01,63,test,10
161,-0.05,100,50,5,0.01,103,test,10
162,-0.05,100,50,1,0.01,4,test,10
163,-0.05,100,50,10,0.01,335,test,10
164,-0.05,100,50,3,0.01,210,test,10
165,-0.05,100,50,2,0.01,67,test,10
166,-0.05,100,50,9,0.01,390,test,10
167,-0.05,100,50,0,0.01,0,test,10
168,-0.05,100,100,0,0.01,0,train,10
169,-0.05,100,100,3,0.01,144,train,10
170,-0.05,100,100,3,0.01,174,train,10
171,-0.05,100,100,3,0.01,174,train,10
172,-0.05,100,100,0,0.01,0,train,10
173,-0.05,100,100,0,0.01,0,train,10
174,-0.05,100,100,11,0.01,335,train,10
175,-0.05,100,100,3,0.01,174,train,10
176,-0.05,100,100,9,0.01,335,train,10
177,-0.05,100,100,0,0.01,0,train,10
178,-0.05,100,100,1,0.01,42,train,10
179,-0.05,100,100,9,0.01,335,train,10
180,-0.05,100,100,3,0.01,80,train,10
181,-0.05,100,100,3,0.01,174,train,10
182,-0.05,100,100,3,0.01,174,train,10
183,-0.05,100,100,9,0.01,335,train,10
184,-0.05,100,100,11,0.01,441,train,10
185,-0.05,100,100,9,0.01,335,train,10
186,-0.05,100,100,3,0.01,174,train,10
187,-0.05,100,100,7,0.01,335,train,10
188,-0.05,100,100,3,0.01,174,train,10
189,-0.05,100,100,0,0.01,0,train,10
190,-0.05,100,100,1,0.01,37,train,10
191,-0.05,100,100,0,0.01,0,train,10
192,-0.05,100,100,5,0.01,117,train,10
193,-0.05,100,100,3,0.01,174,train,10
194,-0.05,100,100,2,0.01,174,train,10
195,-0.05,100,100,0,0.01,0,train,10
196,-0.05,100,100,8,0.01,570,train,10
197,-0.05,100,100,3,0.01,174,train,10
198,-0.05,100,100,4,0.01,210,train,10
199,-0.05,100,100,3,0.01,174,train,10
200,-0.05,100,100,7,0.01,335,train,10
201,-0.05,100,100,3,0.01,174,train,10
202,-0.05,100,100,11,0.01,230,train,10
203,-0.05,100,100,0,0.01,0,train,10
204,-0.05,100,100,3,0.01,174,train,10
205,-0.05,100,100,0,0.01,0,train,10
206,-0.05,100,100,0,0.01,0,train,10
207,-0.05,100,100,3,0.01,174,train,10
208,-0.05,100,100,4,0.01,244,train,10
209,-0.05,100,100,3,0.01,174,train,10
210,-0.05,100,100,2,0.01,174,train,10
211,-0.05,100,100,3,0.01,174,train,10
212,-0.05,100,100,8,0.01,335,train,10
213,-0.05,100,100,3,0.01,174,train,10
214,-0.05,100,100,3,0.01,174,train,10
215,-0.05,100,100,3,0.01,174,train,10
216,-0.05,100,100,3,0.01,174,train,10
217,-0.05,100,100,10,0.01,570,train,10
218,-0.05,100,100,0,0.01,0,train,10
219,-0.05,100,100,0,0.01,0,train,10
220,-0.05,100,100,3,0.01,174,train,10
221,-0.05,100,100,0,0.01,0,train,10
222,-0.05,100,100,3,0.01,174,train,10
223,-0.05,100,100,11,0.01,570,train,10
224,-0.05,100,100,0,0.01,0,train,10
225,-0.05,100,100,1,0.01,86,train,10
226,-0.05,100,100,3,0.01,174,train,10
227,-0.05,100,100,11,0.01,570,train,10
228,-0.05,100,100,3,0.01,174,train,10
229,-0.05,100,100,1,0.01,52,train,10
230,-0.05,100,100,3,0.01,174,train,10
231,-0.05,100,100,3,0.01,174,train,10
232,-0.05,100,100,11,0.01,570,train,10
233,-0.05,100,100,12,0.01,335,train,10
234,-0.05,100,100,2,0.01,106,train,10
235,-0.05,100,100,3,0.01,174,train,10
236,-0.05,100,100,0,0.01,0,train,10
237,-0.05,100,100,0,0.01,0,train,10
238,-0.05,100,100,3,0.01,174,train,10
239,-0.05,100,100,3,0.01,174,train,10
240,-0.05,100,100,4,0.01,244,train,10
241,-0.05,100,100,3,0.01,174,train,10
242,-0.05,100,100,2,0.01,144,train,10
243,-0.05,100,100,2,0.01,174,train,10
244,-0.05,100,100,9,0.01,228,train,10
245,-0.05,100,100,3,0.01,174,train,10
246,-0.05,100,100,10,0.01,335,train,10
247,-0.05,100,100,3,0.01,244,train,10
248,-0.05,100,100,3,0.01,174,train,10
249,-0.05,100,100,12,0.01,570,train,10
250,-0.05,100,100,10,0.01,335,train,10
251,-0.05,100,100,0,0.01,0,train,10
252,-0.05,100,100,0,0.01,0,train,10
253,-0.05,100,100,3,0.01,174,train,10
254,-0.05,100,100,9,0.01,335,train,10
255,-0.05,100,100,13,0.01,570,train,10
256,-0.05,100,100,0,0.01,0,train,10
257,-0.05,100,100,9,0.01,570,train,10
258,-0.05,100,100,3,0.01,174,train,10
259,-0.05,100,100,3,0.01,174,train,10
260,-0.05,100,100,11,0.01,335,train,10
261,-0.05,100,100,7,0.01,579,train,10
262,-0.05,100,100,2,0.01,89,train,10
263,-0.05,100,100,7,0.01,335,train,10
264,-0.05,100,100,1,0.01,133,train,10
265,-0.05,100,100,1,0.01,17,train,10
266,-0.05,100,100,10,0.01,570,train,10
267,-0.05,100,100,3,0.01,94,train,10
268,-0.05,100,100,3,0.01,174,test,10
269,-0.05,100,100,1,0.01,42,test,10
270,-0.05,100,100,1,0.01,1,test,10
271,-0.05,100,100,0,0.01,0,test,10
272,-0.05,100,100,0,0.01,0,test,10
273,-0.05,100,100,4,0.01,244,test,10
274,-0.05,100,100,2,0.01,81,test,10
275,-0.05,100,100,1,0.01,16,test,10
276,-0.05,100,100,11,0.01,570,test,10
277,-0.05,100,100,3,0.01,174,test,10
278,-0.05,100,100,3,0.01,174,test,10
279,-0.05,100,100,3,0.01,174,test,10
280,-0.05,100,100,1,0.01,16,test,10
281,-0.05,100,100,0,0.01,0,test,10
282,-0.05,100,100,3,0.01,174,test,10
283,-0.05,100,100,3,0.01,174,test,10
284,-0.05,100,100,3,0.01,174,test,10
285,-0.05,100,100,3,0.01,174,test,10
286,-0.05,100,100,2,0.01,174,test,10
287,-0.05,100,100,3,0.01,174,test,10
288,-0.05,100,100,5,0.01,244,test,10
289,-0.05,100,100,3,0.01,174,test,10
290,-0.05,100,100,0,0.01,0,test,10
291,-0.05,100,100,3,0.01,174,test,10
292,-0.05,100,100,3,0.01,174,test,10
293,-0.05,100,100,14,0.01,600,test,10
294,-0.05,100,100,13,0.01,570,test,10
295,-0.05,100,100,9,0.01,360,test,10
296,-0.05,100,100,13,0.01,570,test,10
297,-0.05,100,100,1,0.01,61,test,10
298,-0.05,100,100,11,0.01,1023,test,10
299,-0.05,100,100,3,0.01,174,test,10
300,-0.05,100,100,2,0.01,213,test,10
301,-0.05,100,100,12,0.01,570,test,10
302,-0.05,100,100,3,0.01,174,test,10
303,-0.05,100,100,0,0.01,0,test,10
304,-0.05,100,100,1,0.01,25,test,10
305,-0.05,100,100,3,0.01,174,test,10
306,-0.05,100,100,5,0.01,201,test,10
307,-0.05,100,100,0,0.01,0,test,10
308,-0.05,100,100,5,0.01,244,test,10
309,-0.05,100,100,3,0.01,174,test,10
310,-0.05,100,100,9,0.01,335,test,10
311,-0.05,100,100,3,0.01,174,test,10
312,-0.05,100,100,0,0.01,0,test,10
313,-0.05,100,100,1,0.01,37,test,10
314,-0.05,100,100,12,0.01,570,test,10
315,-0.05,100,100,0,0.01,0,test,10
316,-0.05,100,100,3,0.01,174,test,10
317,-0.05,100,100,11,0.01,339,test,10
318,-0.05,100,100,1,0.01,36,test,10
319,-0.05,100,100,1,0.01,60,test,10
320,-0.05,100,100,14,0.01,570,test,10
321,-0.05,100,100,3,0.01,174,test,10
322,-0.05,100,100,0,0.01,0,test,10
323,-0.05,100,100,3,0.01,174,test,10
324,-0.05,100,100,4,0.01,89,test,10
325,-0.05,100,100,8,0.01,346,test,10
326,-0.05,100,100,3,0.01,174,test,10
327,-0.05,100,100,0,0.01,0,test,10
328,-0.05,100,100,3,0.01,174,test,10
329,-0.05,100,100,0,0.01,0,test,10
330,-0.05,100,100,3,0.01,174,test,10
331,-0.05,100,100,13,0.01,570,test,10
332,-0.05,100,100,2,0.01,106,test,10
333,-0.05,100,100,1,0.01,17,test,10
334,-0.05,100,100,1,0.01,37,test,10
335,-0.05,100,100,4,0.01,244,test,10
336,-0.05,100,100,11,0.01,228,test,10
337,-0.05,100,100,12,0.01,570,test,10
338,-0.05,100,100,3,0.01,174,test,10
339,-0.05,100,100,12,0.01,570,test,10
340,-0.05,100,100,0,0.01,0,test,10
341,-0.05,100,100,1,0.01,16,test,10
342,-0.05,100,100,3,0.01,174,test,10
343,-0.05,100,100,3,0.01,174,test,10
344,-0.05,100,100,3,0.01,174,test,10
345,-0.05,100,100,3,0.01,80,test,10
346,-0.05,100,100,3,0.01,112,test,10
347,-0.05,100,100,2,0.01,24,test,10
348,-0.05,100,100,13,0.01,570,test,10
349,-0.05,100,100,1,0.01,58,test,10
350,-0.05,100,100,13,0.01,288,test,10
351,-0.05,100,100,1,0.01,10,test,10
352,-0.05,100,100,0,0.01,0,test,10
353,-0.05,100,100,3,0.01,174,test,10
354,-0.05,100,100,11,0.01,339,test,10
355,-0.05,100,100,11,0.01,335,test,10
356,-0.05,100,100,0,0.01,0,test,10
357,-0.05,100,100,9,0.01,247,test,10
358,-0.05,100,100,0,0.01,0,test,10
359,-0.05,100,100,0,0.01,0,test,10
360,-0.05,100,100,0,0.01,0,test,10
361,-0.05,100,100,0,0.01,0,test,10
362,-0.05,100,100,3,0.01,174,test,10
363,-0.05,100,100,1,0.01,39,test,10
364,-0.05,100,100,11,0.01,339,test,10
365,-0.05,100,100,3,0.01,89,test,10
366,-0.05,100,100,3,0.01,174,test,10
367,-0.95,100,20,22,0.1,993,train,10
368,-0.95,100,20,12,0.1,639,train,10
369,-0.95,100,20,33,0.1,1023,train,10
370,-0.95,100,20,39,0.1,413,train,10
371,-0.95,100,20,21,0.1,389,train,10
372,-0.95,100,20,18,0.1,597,train,10
373,-0.95,100,20,9,0.1,228,train,10
374,-0.95,100,20,13,0.1,230,train,10
375,-0.95,100,20,34,0.1,524,train,10
376,-0.95,100,20,17,0.1,413,train,10
377,-0.95,100,20,7,0.1,234,train,10
378,-0.95,100,20,17,0.1,926,train,10
379,-0.95,100,20,34,0.1,993,train,10
380,-0.95,100,20,22,0.1,246,train,10
381,-0.95,100,20,23,0.1,720,train,10
382,-0.95,100,20,33,0.1,1023,train,10
383,-0.95,100,20,30,0.1,550,train,10
384,-0.95,100,20,19,0.1,708,train,10
385,-0.95,100,20,18,0.1,263,train,10
386,-0.95,100,20,31,0.1,1220,train,10
387,-0.95,100,20,41,0.1,1023,test,10
388,-0.95,100,20,40,0.1,568,test,10
389,-0.95,100,20,35,0.1,1023,test,10
390,-0.95,100,20,39,0.1,784,test,10
391,-0.95,100,20,34,0.1,1417,test,10
392,-0.95,100,20,35,0.1,1382,test,10
393,-0.95,100,20,39,0.1,970,test,10
394,-0.95,100,20,38,0.1,926,test,10
395,-0.95,100,20,37,0.1,1229,test,10
396,-0.95,100,20,33,0.1,541,test,10
397,-0.95,100,20,39,0.1,1023,test,10
398,-0.95,100,20,36,0.1,1023,test,10
399,-0.95,100,20,38,0.1,1023,test,10
400,-0.95,100,20,30,0.1,863,test,10
401,-0.95,100,20,33,0.1,1417,test,10
402,-0.95,100,20,34,0.1,1023,test,10
403,-0.95,100,20,32,0.1,926,test,10
404,-0.95,100,20,37,0.1,1023,test,10
405,-0.95,100,20,34,0.1,1023,test,10
406,-0.95,100,10,11,0.1,246,train,10
407,-0.95,100,10,0,0.1,0,train,10
408,-0.95,100,10,27,0.1,283,train,10
409,-0.95,100,10,27,0.1,283,train,10
410,-0.95,100,10,11,0.1,263,train,10
411,-0.95,100,10,22,0.1,263,train,10
412,-0.95,100,10,9,0.1,228,train,10
413,-0.95,100,10,0,0.1,0,train,10
414,-0.95,100,10,23,0.1,263,train,10
415,-0.95,100,10,6,0.1,175,train,10
416,-0.95,100,10,27,0.1,244,test,10
417,-0.95,100,10,28,0.1,244,test,10
418,-0.95,100,10,31,0.1,597,test,10
419,-0.95,100,10,30,0.1,283,test,10
420,-0.95,100,10,27,0.1,230,test,10
421,-0.95,100,10,30,0.1,283,test,10
422,-0.95,100,10,31,0.1,362,test,10
423,-0.95,100,10,30,0.1,249,test,10
424,-0.95,100,10,39,0.1,597,test,10
425,-0.95,100,6,11,0.1,411,train,10
426,-0.95,100,6,0,0.1,0,train,10
427,-0.95,100,6,27,0.1,283,train,10
428,-0.95,100,6,27,0.1,389,train,10
429,-0.95,100,6,11,0.1,263,train,10
430,-0.95,100,6,22,0.1,263,train,10
431,-0.95,100,6,17,0.1,95,test,10
432,-0.95,100,6,28,0.1,353,test,10
433,-0.95,100,6,29,0.1,246,test,10
434,-0.95,100,6,21,0.1,597,test,10
435,-0.95,100,6,27,0.1,244,test,10
436,-0.95,100,50,39,0.1,335,train,10
437,-0.95,100,50,50,0.1,1548,train,10
438,-0.95,100,50,42,0.1,642,train,10
439,-0.95,100,50,46,0.1,1370,train,10
440,-0.95,100,50,43,0.1,411,train,10
441,-0.95,100,50,48,0.1,1548,train,10
442,-0.95,100,50,48,0.1,642,train,10
443,-0.95,100,50,47,0.1,954,train,10
444,-0.95,100,50,55,0.1,2661,train,10
445,-0.95,100,50,42,0.1,1074,train,10
446,-0.95,100,50,43,0.1,954,train,10
447,-0.95,100,50,48,0.1,1895,train,10
448,-0.95,100,50,45,0.1,642,train,10
449,-0.95,100,50,35,0.1,954,train,10
450,-0.95,100,50,39,0.1,730,train,10
451,-0.95,100,50,42,0.1,642,train,10
452,-0.95,100,50,51,0.1,730,train,10
453,-0.95,100,50,47,0.1,1362,train,10
454,-0.95,100,50,49,0.1,598,train,10
455,-0.95,100,50,47,0.1,642,train,10
456,-0.95,100,50,39,0.1,954,train,10
457,-0.95,100,50,38,0.1,642,train,10
458,-0.95,100,50,38,0.1,1548,train,10
459,-0.95,100,50,48,0.1,1548,train,10
460,-0.95,100,50,29,0.1,642,train,10
461,-0.95,100,50,44,0.1,1072,train,10
462,-0.95,100,50,48,0.1,642,train,10
463,-0.95,100,50,45,0.1,685,train,10
464,-0.95,100,50,47,0.1,929,train,10
465,-0.95,100,50,45,0.1,642,train,10
466,-0.95,100,50,48,0.1,954,train,10
467,-0.95,100,50,32,0.1,1548,train,10
468,-0.95,100,50,53,0.1,1815,train,10
469,-0.95,100,50,47,0.1,642,train,10
470,-0.95,100,50,46,0.1,642,train,10
471,-0.95,100,50,34,0.1,1518,train,10
472,-0.95,100,50,44,0.1,456,train,10
473,-0.95,100,50,39,0.1,620,train,10
474,-0.95,100,50,44,0.1,598,train,10
475,-0.95,100,50,49,0.1,749,train,10
476,-0.95,100,50,49,0.1,712,train,10
477,-0.95,100,50,28,0.1,524,train,10
478,-0.95,100,50,52,0.1,1548,train,10
479,-0.95,100,50,42,0.1,1423,train,10
480,-0.95,100,50,42,0.1,620,train,10
481,-0.95,100,50,46,0.1,1548,train,10
482,-0.95,100,50,46,0.1,1548,train,10
483,-0.95,100,50,31,0.1,642,train,10
484,-0.95,100,50,47,0.1,1548,train,10
485,-0.95,100,50,38,0.1,642,train,10
486,-0.95,100,50,48,0.1,1370,test,10
487,-0.95,100,50,48,0.1,954,test,10
488,-0.95,100,50,48,0.1,1548,test,10
489,-0.95,100,50,42,0.1,642,test,10
490,-0.95,100,50,45,0.1,1362,test,10
491,-0.95,100,50,47,0.1,1548,test,10
492,-0.95,100,50,50,0.1,642,test,10
493,-0.95,100,50,52,0.1,1072,test,10
494,-0.95,100,50,48,0.1,1548,test,10
495,-0.95,100,50,43,0.1,642,test,10
496,-0.95,100,50,50,0.1,712,test,10
497,-0.95,100,50,44,0.1,642,test,10
498,-0.95,100,50,45,0.1,642,test,10
499,-0.95,100,50,53,0.1,1815,test,10
500,-0.95,100,50,52,0.1,518,test,10
501,-0.95,100,50,50,0.1,1548,test,10
502,-0.95,100,50,48,0.1,590,test,10
503,-0.95,100,50,46,0.1,886,test,10
504,-0.95,100,50,43,0.1,2358,test,10
505,-0.95,100,50,51,0.1,642,test,10
506,-0.95,100,50,42,0.1,954,test,10
507,-0.95,100,50,50,0.1,685,test,10
508,-0.95,100,50,47,0.1,642,test,10
509,-0.95,100,50,46,0.1,1072,test,10
510,-0.95,100,50,46,0.1,954,test,10
511,-0.95,100,50,43,0.1,642,test,10
512,-0.95,100,50,42,0.1,366,test,10
513,-0.95,100,50,48,0.1,642,test,10
514,-0.95,100,50,48,0.1,1548,test,10
515,-0.95,100,50,39,0.1,1548,test,10
516,-0.95,100,50,46,0.1,642,test,10
517,-0.95,100,50,47,0.1,605,test,10
518,-0.95,100,50,47,0.1,954,test,10
519,-0.95,100,50,47,0.1,929,test,10
520,-0.95,100,50,44,0.1,642,test,10
521,-0.95,100,50,43,0.1,642,test,10
522,-0.95,100,50,48,0.1,642,test,10
523,-0.95,100,50,49,0.1,1548,test,10
524,-0.95,100,50,44,0.1,642,test,10
525,-0.95,100,50,51,0.1,2661,test,10
526,-0.95,100,50,50,0.1,1548,test,10
527,-0.95,100,50,44,0.1,886,test,10
528,-0.95,100,50,47,0.1,1548,test,10
529,-0.95,100,50,45,0.1,642,test,10
530,-0.95,100,50,45,0.1,642,test,10
531,-0.95,100,50,46,0.1,954,test,10
532,-0.95,100,50,43,0.1,954,test,10
533,-0.95,100,50,43,0.1,954,test,10
534,-0.95,100,50,48,0.1,1548,test,10
535,-0.95,100,100,44,0.1,1021,train,10
536,-0.95,100,100,44,0.1,1447,train,10
537,-0.95,100,100,43,0.1,1072,train,10
538,-0.95,100,100,47,0.1,1081,train,10
539,-0.95,100,100,56,0.1,1041,train,10
540,-0.95,100,100,48,0.1,1942,train,10
541,-0.95,100,100,43,0.1,623,train,10
542,-0.95,100,100,43,0.1,1021,train,10
543,-0.95,100,100,47,0.1,1545,train,10
544,-0.95,100,100,47,0.1,1167,train,10
545,-0.95,100,100,40,0.1,601,train,10
546,-0.95,100,100,46,0.1,1072,train,10
547,-0.95,100,100,39,0.1,1144,train,10
548,-0.95,100,100,41,0.1,1144,train,10
549,-0.95,100,100,39,0.1,1021,train,10
550,-0.95,100,100,44,0.1,760,train,10
551,-0.95,100,100,51,0.1,1360,train,10
552,-0.95,100,100,46,0.1,1072,train,10
553,-0.95,100,100,42,0.1,601,train,10
554,-0.95,100,100,47,0.1,1021,train,10
555,-0.95,100,100,37,0.1,1030,train,10
556,-0.95,100,100,46,0.1,1155,train,10
557,-0.95,100,100,35,0.1,623,train,10
558,-0.95,100,100,49,0.1,1623,train,10
559,-0.95,100,100,37,0.1,541,train,10
560,-0.95,100,100,46,0.1,1623,train,10
561,-0.95,100,100,50,0.1,642,train,10
562,-0.95,100,100,44,0.1,601,train,10
563,-0.95,100,100,36,0.1,370,train,10
564,-0.95,100,100,44,0.1,623,train,10
565,-0.95,100,100,45,0.1,1318,train,10
566,-0.95,100,100,32,0.1,642,train,10
567,-0.95,100,100,47,0.1,1732,train,10
568,-0.95,100,100,51,0.1,597,train,10
569,-0.95,100,100,48,0.1,685,train,10
570,-0.95,100,100,47,0.1,1423,train,10
571,-0.95,100,100,44,0.1,1072,train,10
572,-0.95,100,100,41,0.1,1548,train,10
573,-0.95,100,100,39,0.1,645,train,10
574,-0.95,100,100,40,0.1,357,train,10
575,-0.95,100,100,47,0.1,1072,train,10
576,-0.95,100,100,45,0.1,751,train,10
577,-0.95,100,100,49,0.1,1932,train,10
578,-0.95,100,100,35,0.1,1309,train,10
579,-0.95,100,100,42,0.1,1549,train,10
580,-0.95,100,100,46,0.1,1360,train,10
581,-0.95,100,100,48,0.1,642,train,10
582,-0.95,100,100,33,0.1,916,train,10
583,-0.95,100,100,40,0.1,743,train,10
584,-0.95,100,100,38,0.1,654,train,10
585,-0.95,100,100,50,0.1,1072,train,10
586,-0.95,100,100,39,0.1,429,train,10
587,-0.95,100,100,44,0.1,645,train,10
588,-0.95,100,100,33,0.1,623,train,10
589,-0.95,100,100,47,0.1,2181,train,10
590,-0.95,100,100,49,0.1,1447,train,10
591,-0.95,100,100,39,0.1,1167,train,10
592,-0.95,100,100,48,0.1,1220,train,10
593,-0.95,100,100,48,0.1,815,train,10
594,-0.95,100,100,50,0.1,2422,train,10
595,-0.95,100,100,40,0.1,623,train,10
596,-0.95,100,100,50,0.1,1724,train,10
597,-0.95,100,100,46,0.1,1732,train,10
598,-0.95,100,100,49,0.1,1732,train,10
599,-0.95,100,100,43,0.1,1549,train,10
600,-0.95,100,100,49,0.1,1942,train,10
601,-0.95,100,100,44,0.1,1942,train,10
