,threshold,N,n,errors,p,k,type,g
602,-0.95,100,100,46,0.1,635,train,10
603,-0.95,100,100,48,0.1,642,train,10
604,-0.95,100,100,39,0.1,460,train,10
605,-0.95,100,100,53,0.1,1041,train,10
606,-0.95,100,100,41,0.1,623,train,10
607,-0.95,100,100,52,0.1,1155,train,10
608,-0.95,100,100,47,0.1,642,train,10
609,-0.95,100,100,49,0.1,1549,train,10
610,-0.95,100,100,44,0.1,1549,train,10
611,-0.95,100,100,42,0.1,1021,train,10
612,-0.95,100,100,38,0.1,360,train,10
613,-0.95,100,100,39,0.1,619,train,10
614,-0.95,100,100,36,0.1,597,train,10
615,-0.95,100,100,37,0.1,712,train,10
616,-0.95,100,100,45,0.1,1041,train,10
617,-0.95,100,100,48,0.1,1549,train,10
618,-0.95,100,100,47,0.1,1041,train,10
619,-0.95,100,100,53,0.1,3102,train,10
620,-0.95,100,100,39,0.1,1030,train,10
621,-0.95,100,100,42,0.1,623,train,10
622,-0.95,100,100,41,0.1,635,train,10
623,-0.95,100,100,53,0.1,1167,train,10
624,-0.95,100,100,48,0.1,1041,train,10
625,-0.95,100,100,47,0.1,1093,train,10
626,-0.95,100,100,52,0.1,1729,train,10
627,-0.95,100,100,42,0.1,1639,train,10
628,-0.95,100,100,47,0.1,597,train,10
629,-0.95,100,100,42,0.1,623,train,10
630,-0.95,100,100,42,0.1,623,train,10
631,-0.95,100,100,40,0.1,652,train,10
632,-0.95,100,100,37,0.1,457,train,10
633,-0.95,100,100,40,0.1,635,train,10
634,-0.95,100,100,42,0.1,1073,train,10
635,-0.95,100,100,44,0.1,623,test,10
636,-0.95,100,100,43,0.1,1309,test,10
637,-0.95,100,100,45,0.1,635,test,10
638,-0.95,100,100,44,0.1,457,test,10
639,-0.95,100,100,46,0.1,647,test,10
640,-0.95,100,100,47,0.1,1338,test,10
641,-0.95,100,100,44,0.1,751,test,10
642,-0.95,100,100,42,0.1,635,test,10
643,-0.95,100,100,45,0.1,623,test,10
644,-0.95,100,100,43,0.1,1732,test,10
645,-0.95,100,100,48,0.1,1623,test,10
646,-0.95,100,100,47,0.1,623,test,10
647,-0.95,100,100,46,0.1,1549,test,10
648,-0.95,100,100,44,0.1,491,test,10
649,-0.95,100,100,45,0.1,635,test,10
650,-0.95,100,100,46,0.1,587,test,10
651,-0.95,100,100,47,0.1,1073,test,10
652,-0.95,100,100,43,0.1,597,test,10
653,-0.95,100,100,51,0.1,1155,test,10
654,-0.95,100,100,48,0.1,1549,test,10
655,-0.95,100,100,53,0.1,2607,test,10
656,-0.95,100,100,52,0.1,635,test,10
657,-0.95,100,100,43,0.1,1041,test,10
658,-0.95,100,100,44,0.1,522,test,10
659,-0.95,100,100,46,0.1,1732,test,10
660,-0.95,100,100,44,0.1,930,test,10
661,-0.95,100,100,45,0.1,1548,test,10
662,-0.95,100,100,46,0.1,1545,test,10
663,-0.95,100,100,47,0.1,1732,test,10
664,-0.95,100,100,44,0.1,1549,test,10
665,-0.95,100,100,41,0.1,685,test,10
666,-0.95,100,100,45,0.1,642,test,10
667,-0.95,100,100,45,0.1,1549,test,10
668,-0.95,100,100,45,0.1,1072,test,10
669,-0.95,100,100,46,0.1,1309,test,10
670,-0.95,100,100,45,0.1,1309,test,10
671,-0.95,100,100,46,0.1,666,test,10
672,-0.95,100,100,42,0.1,635,test,10
673,-0.95,100,100,45,0.1,568,test,10
674,-0.95,100,100,48,0.1,1732,test,10
675,-0.95,100,100,49,0.1,1732,test,10
676,-0.95,100,100,49,0.1,1072,test,10
677,-0.95,100,100,42,0.1,685,test,10
678,-0.95,100,100,48,0.1,930,test,10
679,-0.95,100,100,39,0.1,642,test,10
680,-0.95,100,100,40,0.1,712,test,10
681,-0.95,100,100,48,0.1,2137,test,10
682,-0.95,100,100,41,0.1,635,test,10
683,-0.95,100,100,42,0.1,1030,test,10
684,-0.95,100,100,45,0.1,1732,test,10
685,-0.95,100,100,46,0.1,568,test,10
686,-0.95,100,100,49,0.1,1623,test,10
687,-0.95,100,100,46,0.1,1623,test,10
688,-0.95,100,100,44,0.1,635,test,10
689,-0.95,100,100,48,0.1,1155,test,10
690,-0.95,100,100,49,0.1,645,test,10
691,-0.95,100,100,44,0.1,623,test,10
692,-0.95,100,100,42,0.1,597,test,10
693,-0.95,100,100,41,0.1,1309,test,10
694,-0.95,100,100,44,0.1,645,test,10
695,-0.95,100,100,50,0.1,1751,test,10
696,-0.95,100,100,49,0.1,1072,test,10
697,-0.95,100,100,44,0.1,623,test,10
698,-0.95,100,100,45,0.1,1072,test,10
699,-0.95,100,100,48,0.1,1021,test,10
700,-0.95,100,100,45,0.1,623,test,10
701,-0.95,100,100,42,0.1,491,test,10
702,-0.95,100,100,47,0.1,1323,test,10
703,-0.95,100,100,42,0.1,597,test,10
704,-0.95,100,100,48,0.1,673,test,10
705,-0.95,100,100,53,0.1,645,test,10
706,-0.95,100,100,56,0.1,1639,test,10
707,-0.95,100,100,48,0.1,1309,test,10
708,-0.95,100,100,44,0.1,1041,test,10
709,-0.95,100,100,47,0.1,1732,test,10
710,-0.95,100,100,47,0.1,645,test,10
711,-0.95,100,100,53,0.1,1155,test,10
712,-0.95,100,100,47,0.1,623,test,10
713,-0.95,100,100,42,0.1,1030,test,10
714,-0.95,100,100,49,0.1,1854,test,10
715,-0.95,100,100,46,0.1,1144,test,10
716,-0.95,100,100,51,0.1,1623,test,10
717,-0.95,100,100,44,0.1,1318,test,10
718,-0.95,100,100,49,0.1,820,test,10
719,-0.95,100,100,45,0.1,635,test,10
720,-0.95,100,100,46,0.1,1724,test,10
721,-0.95,100,100,47,0.1,1155,test,10
722,-0.95,100,100,42,0.1,820,test,10
723,-0.95,100,100,47,0.1,1549,test,10
724,-0.95,100,100,47,0.1,815,test,10
725,-0.95,100,100,46,0.1,1167,test,10
726,-0.95,100,100,44,0.1,1499,test,10
727,-0.95,100,100,48,0.1,1942,test,10
728,-0.95,100,100,49,0.1,1072,test,10
729,-0.95,100,100,45,0.1,418,test,10
730,-0.95,100,100,47,0.1,1360,test,10
731,-0.95,100,100,45,0.1,1549,test,10
732,-0.95,100,100,47,0.1,1447,test,10
733,-0.95,100,100,46,0.1,1623,test,10
734,-4.95,100,20,43,0.5,1092,train,10
735,-4.95,100,20,26,0.5,839,train,10
736,-4.95,100,20,61,0.5,1702,train,10
737,-4.95,100,20,47,0.5,1309,train,10
738,-4.95,100,20,32,0.5,597,train,10
739,-4.95,100,20,50,0.5,1370,train,10
740,-4.95,100,20,57,0.5,1620,train,10
741,-4.95,100,20,30,0.5,682,train,10
742,-4.95,100,20,51,0.5,1281,train,10
743,-4.95,100,20,51,0.5,1370,train,10
744,-4.95,100,20,53,0.5,1228,train,10
745,-4.95,100,20,23,0.5,349,train,10
746,-4.95,100,20,76,0.5,1702,train,10
747,-4.95,100,20,41,0.5,938,train,10
748,-4.95,100,20,50,0.5,1702,train,10
749,-4.95,100,20,57,0.5,1620,train,10
750,-4.95,100,20,46,0.5,1348,train,10
751,-4.95,100,20,40,0.5,1620,train,10
752,-4.95,100,20,35,0.5,1370,train,10
753,-4.95,100,20,46,0.5,747,train,10
754,-4.95,100,20,45,0.5,747,test,10
755,-4.95,100,20,52,0.5,518,test,10
756,-4.95,100,20,49,0.5,390,test,10
757,-4.95,100,20,54,0.5,597,test,10
758,-4.95,100,20,42,0.5,747,test,10
759,-4.95,100,20,42,0.5,747,test,10
760,-4.95,100,20,48,0.5,349,test,10
761,-4.95,100,20,52,0.5,597,test,10
762,-4.95,100,20,48,0.5,353,test,10
763,-4.95,100,20,43,0.5,283,test,10
764,-4.95,100,20,48,0.5,518,test,10
765,-4.95,100,20,55,0.5,1620,test,10
766,-4.95,100,20,55,0.5,926,test,10
767,-4.95,100,20,49,0.5,597,test,10
768,-4.95,100,20,51,0.5,1620,test,10
769,-4.95,100,20,49,0.5,414,test,10
770,-4.95,100,20,47,0.5,597,test,10
771,-4.95,100,20,48,0.5,839,test,10
772,-4.95,100,20,54,0.5,597,test,10
773,-4.95,100,10,0,0.5,0,train,10
774,-4.95,100,10,0,0.5,0,train,10
775,-4.95,100,10,41,0.5,812,train,10
776,-4.95,100,10,0,0.5,0,train,10
777,-4.95,100,10,25,0.5,1104,train,10
778,-4.95,100,10,0,0.5,0,train,10
779,-4.95,100,10,0,0.5,0,train,10
780,-4.95,100,10,23,0.5,1001,train,10
781,-4.95,100,10,61,0.5,2212,train,10
782,-4.95,100,10,0,0.5,0,train,10
783,-4.95,100,10,42,0.5,789,test,10
784,-4.95,100,10,62,0.5,1041,test,10
785,-4.95,100,10,44,0.5,484,test,10
786,-4.95,100,10,40,0.5,1041,test,10
787,-4.95,100,10,46,0.5,454,test,10
788,-4.95,100,10,55,0.5,421,test,10
789,-4.95,100,10,43,0.5,335,test,10
790,-4.95,100,10,46,0.5,599,test,10
791,-4.95,100,10,49,0.5,976,test,10
792,-4.95,100,6,0,0.5,0,train,10
793,-4.95,100,6,0,0.5,0,train,10
794,-4.95,100,6,0,0.5,0,train,10
795,-4.95,100,6,0,0.5,0,train,10
796,-4.95,100,6,0,0.5,0,train,10
797,-4.95,100,6,0,0.5,0,train,10
798,-4.95,100,6,40,0.5,597,test,10
799,-4.95,100,6,54,0.5,1220,test,10
800,-4.95,100,6,51,0.5,1023,test,10
801,-4.95,100,6,45,0.5,597,test,10
802,-4.95,100,6,42,0.5,625,test,10
803,-4.95,100,50,42,0.5,1360,train,10
804,-4.95,100,50,30,0.5,1206,train,10
805,-4.95,100,50,45,0.5,790,train,10
806,-4.95,100,50,50,0.5,1865,train,10
807,-4.95,100,50,33,0.5,1048,train,10
808,-4.95,100,50,58,0.5,1549,train,10
809,-4.95,100,50,45,0.5,1181,train,10
810,-4.95,100,50,36,0.5,1865,train,10
811,-4.95,100,50,60,0.5,2291,train,10
812,-4.95,100,50,55,0.5,1072,train,10
813,-4.95,100,50,45,0.5,828,train,10
814,-4.95,100,50,40,0.5,2291,train,10
815,-4.95,100,50,58,0.5,1213,train,10
816,-4.95,100,50,55,0.5,2003,train,10
817,-4.95,100,50,42,0.5,1581,train,10
818,-4.95,100,50,53,0.5,1404,train,10
819,-4.95,100,50,55,0.5,1332,train,10
820,-4.95,100,50,22,0.5,380,train,10
821,-4.95,100,50,49,0.5,1360,train,10
822,-4.95,100,50,51,0.5,1581,train,10
823,-4.95,100,50,58,0.5,1181,train,10
824,-4.95,100,50,46,0.5,1021,train,10
825,-4.95,100,50,51,0.5,1041,train,10
826,-4.95,100,50,52,0.5,1581,train,10
827,-4.95,100,50,50,0.5,1865,train,10
828,-4.95,100,50,46,0.5,1041,train,10
829,-4.95,100,50,36,0.5,1041,train,10
830,-4.95,100,50,42,0.5,366,train,10
831,-4.95,100,50,39,0.5,1057,train,10
832,-4.95,100,50,45,0.5,1332,train,10
833,-4.95,100,50,40,0.5,1581,train,10
834,-4.95,100,50,39,0.5,1865,train,10
835,-4.95,100,50,47,0.5,1181,train,10
836,-4.95,100,50,43,0.5,1001,train,10
837,-4.95,100,50,48,0.5,1623,train,10
838,-4.95,100,50,49,0.5,1581,train,10
839,-4.95,100,50,59,0.5,1421,train,10
840,-4.95,100,50,34,0.5,1098,train,10
841,-4.95,100,50,24,0.5,619,train,10
842,-4.95,100,50,56,0.5,886,train,10
843,-4.95,100,50,65,0.5,2291,train,10
844,-4.95,100,50,43,0.5,1865,train,10
845,-4.95,100,50,57,0.5,1181,train,10
846,-4.95,100,50,23,0.5,310,train,10
847,-4.95,100,50,34,0.5,1041,train,10
848,-4.95,100,50,48,0.5,886,train,10
849,-4.95,100,50,64,0.5,1865,train,10
850,-4.95,100,50,49,0.5,1181,train,10
851,-4.95,100,50,42,0.5,790,train,10
852,-4.95,100,50,34,0.5,960,train,10
853,-4.95,100,50,45,0.5,1865,test,10
854,-4.95,100,50,45,0.5,1865,test,10
855,-4.95,100,50,47,0.5,1181,test,10
856,-4.95,100,50,57,0.5,2003,test,10
857,-4.95,100,50,44,0.5,1041,test,10
858,-4.95,100,50,56,0.5,1206,test,10
859,-4.95,100,50,46,0.5,1181,test,10
860,-4.95,100,50,43,0.5,1181,test,10
861,-4.95,100,50,47,0.5,747,test,10
862,-4.95,100,50,57,0.5,1921,test,10
863,-4.95,100,50,42,0.5,1181,test,10
864,-4.95,100,50,50,0.5,1213,test,10
865,-4.95,100,50,49,0.5,1865,test,10
866,-4.95,100,50,49,0.5,1360,test,10
867,-4.95,100,50,43,0.5,812,test,10
868,-4.95,100,50,53,0.5,1057,test,10
869,-4.95,100,50,54,0.5,946,test,10
870,-4.95,100,50,52,0.5,960,test,10
871,-4.95,100,50,53,0.5,1865,test,10
872,-4.95,100,50,43,0.5,1865,test,10
873,-4.95,100,50,56,0.5,926,test,10
874,-4.95,100,50,55,0.5,2003,test,10
875,-4.95,100,50,59,0.5,712,test,10
876,-4.95,100,50,48,0.5,712,test,10
877,-4.95,100,50,48,0.5,1865,test,10
878,-4.95,100,50,58,0.5,1206,test,10
879,-4.95,100,50,59,0.5,1332,test,10
880,-4.95,100,50,48,0.5,1865,test,10
881,-4.95,100,50,48,0.5,1865,test,10
882,-4.95,100,50,50,0.5,747,test,10
883,-4.95,100,50,50,0.5,661,test,10
884,-4.95,100,50,46,0.5,1041,test,10
885,-4.95,100,50,45,0.5,1581,test,10
886,-4.95,100,50,55,0.5,1906,test,10
887,-4.95,100,50,48,0.5,1181,test,10
888,-4.95,100,50,55,0.5,1865,test,10
889,-4.95,100,50,50,0.5,604,test,10
890,-4.95,100,50,40,0.5,1334,test,10
891,-4.95,100,50,54,0.5,2003,test,10
892,-4.95,100,50,60,0.5,1865,test,10
893,-4.95,100,50,43,0.5,597,test,10
894,-4.95,100,50,47,0.5,1041,test,10
895,-4.95,100,50,51,0.5,1865,test,10
896,-4.95,100,50,55,0.5,1360,test,10
897,-4.95,100,50,51,0.5,1549,test,10
898,-4.95,100,50,42,0.5,1581,test,10
899,-4.95,100,50,57,0.5,1213,test,10
900,-4.95,100,50,47,0.5,1057,test,10
901,-4.95,100,50,49,0.5,1041,test,10
902,-4.95,100,100,38,0.5,1199,train,10
903,-4.95,100,100,30,0.5,1057,train,10
904,-4.95,100,100,61,0.5,1650,train,10
905,-4.95,100,100,42,0.5,696,train,10
906,-4.95,100,100,43,0.5,1238,train,10
907,-4.95,100,100,44,0.5,1348,train,10
908,-4.95,100,100,35,0.5,726,train,10
909,-4.95,100,100,38,0.5,484,train,10
910,-4.95,100,100,49,0.5,576,train,10
911,-4.95,100,100,47,0.5,713,train,10
912,-4.95,100,100,51,0.5,2536,train,10
913,-4.95,100,100,34,0.5,492,train,10
914,-4.95,100,100,44,0.5,464,train,10
915,-4.95,100,100,35,0.5,1348,train,10
916,-4.95,100,100,51,0.5,597,train,10
917,-4.95,100,100,41,0.5,989,train,10
918,-4.95,100,100,58,0.5,1309,train,10
919,-4.95,100,100,43,0.5,1456,train,10
920,-4.95,100,100,35,0.5,579,train,10
921,-4.95,100,100,52,0.5,926,train,10
922,-4.95,100,100,46,0.5,560,train,10
923,-4.95,100,100,43,0.5,560,train,10
924,-4.95,100,100,51,0.5,494,train,10
925,-4.95,100,100,44,0.5,1015,train,10
926,-4.95,100,100,34,0.5,1488,train,10
927,-4.95,100,100,42,0.5,484,train,10
928,-4.95,100,100,45,0.5,658,train,10
929,-4.95,100,100,42,0.5,489,train,10
930,-4.95,100,100,41,0.5,1057,train,10
931,-4.95,100,100,55,0.5,1414,train,10
932,-4.95,100,100,49,0.5,1057,train,10
933,-4.95,100,100,47,0.5,1707,train,10
934,-4.95,100,100,48,0.5,573,train,10
935,-4.95,100,100,46,0.5,856,train,10
936,-4.95,100,100,44,0.5,1348,train,10
937,-4.95,100,100,60,0.5,1073,train,10
938,-4.95,100,100,47,0.5,549,train,10
939,-4.95,100,100,50,0.5,1571,train,10
940,-4.95,100,100,39,0.5,1399,train,10
941,-4.95,100,100,51,0.5,1414,train,10
942,-4.95,100,100,49,0.5,484,train,10
943,-4.95,100,100,31,0.5,1348,train,10
944,-4.95,100,100,41,0.5,778,train,10
945,-4.95,100,100,41,0.5,679,train,10
946,-4.95,100,100,41,0.5,597,train,10
947,-4.95,100,100,50,0.5,615,train,10
948,-4.95,100,100,48,0.5,1348,train,10
949,-4.95,100,100,31,0.5,1144,train,10
950,-4.95,100,100,38,0.5,1073,train,10
951,-4.95,100,100,41,0.5,1952,train,10
952,-4.95,100,100,44,0.5,990,train,10
953,-4.95,100,100,49,0.5,1199,train,10
954,-4.95,100,100,58,0.5,657,train,10
955,-4.95,100,100,45,0.5,1414,train,10
956,-4.95,100,100,47,0.5,896,train,10
957,-4.95,100,100,62,0.5,1414,train,10
958,-4.95,100,100,42,0.5,1348,train,10
959,-4.95,100,100,48,0.5,1465,train,10
960,-4.95,100,100,39,0.5,685,train,10
961,-4.95,100,100,42,0.5,625,train,10
962,-4.95,100,100,45,0.5,1144,train,10
963,-4.95,100,100,43,0.5,682,train,10
964,-4.95,100,100,54,0.5,1546,train,10
965,-4.95,100,100,46,0.5,1246,train,10
966,-4.95,100,100,47,0.5,2536,train,10
967,-4.95,100,100,40,0.5,521,train,10
968,-4.95,100,100,41,0.5,989,train,10
969,-4.95,100,100,44,0.5,1414,train,10
970,-4.95,100,100,48,0.5,1414,train,10
971,-4.95,100,100,43,0.5,1414,train,10
972,-4.95,100,100,45,0.5,799,train,10
973,-4.95,100,100,46,0.5,989,train,10
974,-4.95,100,100,44,0.5,625,train,10
975,-4.95,100,100,49,0.5,926,train,10
976,-4.95,100,100,58,0.5,581,train,10
977,-4.95,100,100,44,0.5,1414,train,10
978,-4.95,100,100,52,0.5,799,train,10
979,-4.95,100,100,32,0.5,355,train,10
980,-4.95,100,100,36,0.5,597,train,10
981,-4.95,100,100,42,0.5,1348,train,10
982,-4.95,100,100,38,0.5,1483,train,10
983,-4.95,100,100,56,0.5,484,train,10
984,-4.95,100,100,42,0.5,640,train,10
985,-4.95,100,100,38,0.5,625,train,10
986,-4.95,100,100,61,0.5,1348,train,10
987,-4.95,100,100,50,0.5,1073,train,10
988,-4.95,100,100,39,0.5,1348,train,10
989,-4.95,100,100,56,0.5,1414,train,10
990,-4.95,100,100,46,0.5,1488,train,10
991,-4.95,100,100,52,0.5,1348,train,10
992,-4.95,100,100,65,0.5,1246,train,10
993,-4.95,100,100,50,0.5,985,train,10
994,-4.95,100,100,62,0.5,597,train,10
995,-4.95,100,100,56,0.5,597,train,10
996,-4.95,100,100,54,0.5,985,train,10
997,-4.95,100,100,48,0.5,946,train,10
998,-4.95,100,100,33,0.5,389,train,10
999,-4.95,100,100,49,0.5,1220,train,10
1000,-4.95,100,100,45,0.5,1015,train,10
1001,-4.95,100,100,43,0.5,1483,train,10
1002,-4.95,100,100,47,0.5,842,test,10
1003,-4.95,100,100,51,0.5,1057,test,10
1004,-4.95,100,100,50,0.5,1414,test,10
1005,-4.95,100,100,48,0.5,484,test,10
1006,-4.95,100,100,50,0.5,1571,test,10
1007,-4.95,100,100,48,0.5,702,test,10
1008,-4.95,100,100,49,0.5,1015,test,10
1009,-4.95,100,100,56,0.5,426,test,10
1010,-4.95,100,100,58,0.5,1348,test,10
1011,-4.95,100,100,45,0.5,976,test,10
1012,-4.95,100,100,47,0.5,1348,test,10
1013,-4.95,100,100,53,0.5,730,test,10
1014,-4.95,100,100,40,0.5,579,test,10
1015,-4.95,100,100,49,0.5,1348,test,10
1016,-4.95,100,100,56,0.5,1414,test,10
1017,-4.95,100,100,47,0.5,1334,test,10
1018,-4.95,100,100,42,0.5,1309,test,10
1019,-4.95,100,100,49,0.5,1291,test,10
1020,-4.95,100,100,44,0.5,1348,test,10
1021,-4.95,100,100,51,0.5,1707,test,10
1022,-4.95,100,100,41,0.5,359,test,10
1023,-4.95,100,100,39,0.5,597,test,10
1024,-4.95,100,100,50,0.5,2001,test,10
1025,-4.95,100,100,47,0.5,640,test,10
1026,-4.95,100,100,47,0.5,1414,test,10
1027,-4.95,100,100,51,0.5,640,test,10
1028,-4.95,100,100,50,0.5,1348,test,10
1029,-4.95,100,100,54,0.5,1057,test,10
1030,-4.95,100,100,44,0.5,1238,test,10
1031,-4.95,100,100,50,0.5,423,test,10
1032,-4.95,100,100,53,0.5,597,test,10
1033,-4.95,100,100,52,0.5,859,test,10
1034,-4.95,100,100,52,0.5,1414,test,10
1035,-4.95,100,100,47,0.5,1414,test,10
1036,-4.95,100,100,51,0.5,1483,test,10
1037,-4.95,100,100,46,0.5,1057,test,10
1038,-4.95,100,100,52,0.5,1348,test,10
1039,-4.95,100,100,46,0.5,597,test,10
1040,-4.95,100,100,47,0.5,799,test,10
1041,-4.95,100,100,58,0.5,730,test,10
1042,-4.95,100,100,46,0.5,1348,test,10
1043,-4.95,100,100,45,0.5,640,test,10
1044,-4.95,100,100,53,0.5,679,test,10
1045,-4.95,100,100,50,0.5,896,test,10
1046,-4.95,100,100,53,0.5,597,test,10
1047,-4.95,100,100,48,0.5,859,test,10
1048,-4.95,100,100,46,0.5,1130,test,10
1049,-4.95,100,100,49,0.5,579,test,10
1050,-4.95,100,100,59,0.5,1414,test,10
1051,-4.95,100,100,45,0.5,1057,test,10
1052,-4.95,100,100,47,0.5,1414,test,10
1053,-4.95,100,100,55,0.5,390,test,10
1054,-4.95,100,100,55,0.5,579,test,10
1055,-4.95,100,100,49,0.5,1348,test,10
1056,-4.95,100,100,46,0.5,670,test,10
1057,-4.95,100,100,54,0.5,1414,test,10
1058,-4.95,100,100,54,0.5,1083,test,10
1059,-4.95,100,100,49,0.5,326,test,10
1060,-4.95,100,100,48,0.5,1348,test,10
1061,-4.95,100,100,45,0.5,1414,test,10
1062,-4.95,100,100,50,0.5,1348,test,10
1063,-4.95,100,100,47,0.5,1501,test,10
1064,-4.95,100,100,38,0.5,411,test,10
1065,-4.95,100,100,45,0.5,775,test,10
1066,-4.95,100,100,37,0.5,1348,test,10
1067,-4.95,100,100,39,0.5,1238,test,10
1068,-4.95,100,100,45,0.5,1348,test,10
1069,-4.95,100,100,52,0.5,1348,test,10
1070,-4.95,100,100,39,0.5,696,test,10
1071,-4.95,100,100,48,0.5,576,test,10
1072,-4.95,100,100,41,0.5,1348,test,10
1073,-4.95,100,100,42,0.5,492,test,10
1074,-4.95,100,100,55,0.5,1246,test,10
1075,-4.95,100,100,49,0.5,625,test,10
1076,-4.95,100,100,51,0.5,1348,test,10
1077,-4.95,100,100,52,0.5,1348,test,10
1078,-4.95,100,100,51,0.5,989,test,10
1079,-4.95,100,100,46,0.5,1414,test,10
1080,-4.95,100,100,47,0.5,1348,test,10
1081,-4.95,100,100,49,0.5,492,test,10
1082,-4.95,100,100,45,0.5,1130,test,10
1083,-4.95,100,100,45,0.5,1348,test,10
1084,-4.95,100,100,58,0.5,1455,test,10
1085,-4.95,100,100,48,0.5,1414,test,10
1086,-4.95,100,100,51,0.5,1057,test,10
1087,-4.95,100,100,47,0.5,390,test,10
1088,-4.95,100,100,50,0.5,1238,test,10
1089,-4.95,100,100,48,0.5,1348,test,10
1090,-4.95,100,100,44,0.5,1228,test,10
1091,-4.95,100,100,44,0.5,640,test,10
1092,-4.95,100,100,61,0.5,1199,test,10
1093,-4.95,100,100,49,0.5,696,test,10
1094,-4.95,100,100,43,0.5,1414,test,10
1095,-4.95,100,100,45,0.5,659,test,10
1096,-4.95,100,100,38,0.5,735,test,10
1097,-4.95,100,100,45,0.5,859,test,10
1098,-4.95,100,100,45,0.5,579,test,10
1099,-4.95,100,100,46,0.5,579,test,10
1100,-4.95,100,100,51,0.5,993,test,10
